date,vessel,start_time,destination,overtime,storage_type,end_time,total_tonnage,service,Price,invoice_value
2025-02-19,EUSKADI ALAI,08:26:00.000000000,MNBU3188019,normal hours,Brine,11:30:00.000000000,5.83,Full OSS,38.75,225.9125
2025-02-19,GALERNA DOS,08:49:00.000000000,MMAU1038010,normal hours,Brine,09:51:00.000000000,20.79,Basic OSS,25.5,530.145
2025-02-19,GALERNA DOS,10:06:00.000000000,SUDU8034984,normal hours,Brine,16:50:00.000000000,26.12,Basic OSS,25.5,666.0600000000001
2025-02-19,GALERNA DOS,12:11:00.000000000,MNBU3421795,normal hours,Brine,14:18:00.000000000,26.98,Basic OSS,25.5,687.99
2025-02-19,GALERNA DOS,14:24:00.000000000,MMAU1279471,normal hours,Brine,16:33:00.000000000,10.39,Basic OSS,25.5,264.945
2025-02-19,GALERNA DOS,14:48:00.000000000,MNBU3610931,normal hours,Brine,15:43:00.000000000,26.91,Basic OSS,25.5,686.205
2025-02-19,GALERNA DOS,16:01:00.000000000,TLLU1221070,normal hours,Brine,16:50:00.000000000,18.63,Basic OSS,25.5,475.065
2025-02-19,IZARO,08:53:00.000000000,MNBU9024060,normal hours,Brine,09:50:00.000000000,19.48,Full OSS,38.75,754.85
2025-02-19,IZARO,09:24:00.000000000,SUDU8049496,normal hours,Brine,12:13:00.000000000,4.35,Full OSS,38.75,168.5625
2025-02-19,IZARO,10:09:00.000000000,MNBU0656374,normal hours,Brine,13:24:00.000000000,18.42,Full OSS,38.75,713.7750000000001
2025-02-19,JAI ALAI,08:30:00.000000000,MSFU0006639,normal hours,Dry,09:54:00.000000000,24.49,Full OSS,53.75,1316.3374999999999
2025-02-19,JAI ALAI,10:21:00.000000000,MSFU0013772,normal hours,Dry,12:05:00.000000000,25.11,Full OSS,53.75,1349.6625
2025-02-19,JAI ALAI,12:18:00.000000000,MSFU0014716,normal hours,Dry,13:35:00.000000000,18.73,Full OSS,53.75,1006.7375000000001
2025-02-20,ELAI ALAI,08:55:00.000000000,MNBU3467395,normal hours,Brine,10:15:00.000000000,26.03,Full OSS,38.75,1008.6625
2025-02-20,ELAI ALAI,10:20:00.000000000,SUDU8201886,normal hours,Brine,11:44:00.000000000,26.04,Full OSS,38.75,1009.05
2025-02-20,ELAI ALAI,11:49:00.000000000,TLLU1171977,normal hours,Brine,12:57:00.000000000,26.25,Full OSS,38.75,1017.1875
2025-02-20,ELAI ALAI,13:04:00.000000000,MNBU4363034,normal hours,Brine,13:59:00.000000000,26.26,Full OSS,38.75,1017.575
2025-02-20,ELAI ALAI,14:08:00.000000000,MNBU4294801,normal hours,Brine,15:53:00.000000000,26.19,Full OSS,38.75,1014.8625000000001
2025-02-20,ELAI ALAI,16:04:00.000000000,TLLU1200587,normal hours,Brine,16:50:00.000000000,14.74,Full OSS,38.75,571.175
2025-02-20,GALERNA DOS,08:10:00.000000000,SUDU8034984,normal hours,Brine,08:10:00.000000000,0.81,Basic OSS,25.5,20.655
2025-02-20,GALERNA DOS,08:23:00.000000000,TLLU1221070,normal hours,Brine,08:31:00.000000000,8.3,Basic OSS,25.5,211.65
2025-02-20,GALERNA DOS,08:29:00.000000000,MMAU1130533,normal hours,Brine,09:40:00.000000000,27.05,Basic OSS,25.5,689.775
2025-02-20,GALERNA DOS,08:54:00.000000000,MNBU3524601,normal hours,Brine,10:15:00.000000000,26.98,Basic OSS,25.5,687.99
2025-02-20,GALERNA DOS,10:00:00.000000000,MNBU3865085,normal hours,Brine,10:44:00.000000000,27.01,Basic OSS,25.5,688.755
2025-02-20,GALERNA DOS,10:31:00.000000000,MNBU3670186,normal hours,Brine,11:35:00.000000000,27.0,Basic OSS,25.5,688.5
2025-02-20,GALERNA DOS,11:00:00.000000000,MNBU3402666,normal hours,Brine,13:16:00.000000000,27.01,Basic OSS,25.5,688.755
2025-02-20,GALERNA DOS,12:05:00.000000000,MNBU0264645,normal hours,Brine,12:55:00.000000000,26.96,Basic OSS,25.5,687.48
2025-02-20,GALERNA DOS,13:02:00.000000000,MNBU9142000,normal hours,Brine,13:55:00.000000000,26.98,Basic OSS,25.5,687.99
2025-02-20,GALERNA DOS,14:00:00.000000000,MNBU0535198,normal hours,Brine,15:05:00.000000000,27.0,Basic OSS,25.5,688.5
2025-02-20,GALERNA DOS,14:04:00.000000000,MNBU3874889,normal hours,Brine,15:29:00.000000000,25.58,Basic OSS,25.5,652.29
2025-02-20,GALERNA DOS,15:10:00.000000000,MNBU3294031,normal hours,Brine,16:07:00.000000000,27.0,Basic OSS,25.5,688.5
2025-02-20,GALERNA DOS,16:15:00.000000000,MNBU3698440,normal hours,Brine,16:45:00.000000000,18.47,Basic OSS,25.5,470.98499999999996
2025-02-20,GALERNA DOS,17:01:00.000000000,MNBU3698440,overtime 150%,Brine,17:35:00.000000000,8.52,Basic OSS,38.25,325.89
2025-02-20,GALERNA DOS,17:15:00.000000000,MMAU1279471,overtime 150%,Brine,17:27:00.000000000,7.68,Basic OSS,38.25,293.76
2025-02-20,GALERNA DOS,17:18:00.000000000,MNBU3874889,overtime 150%,Brine,17:18:00.000000000,1.42,Basic OSS,38.25,54.315
2025-02-20,GALERNA DOS,17:30:00.000000000,MNBU3577284,overtime 150%,Brine,17:37:00.000000000,2.73,Basic OSS,38.25,104.4225
2025-02-20,JAI ALAI,12:52:00.000000000,MNBU0331640,normal hours,Brine,16:25:00.000000000,27.13,Full OSS,38.75,1051.2875
2025-02-20,JAI ALAI,16:41:00.000000000,MNBU0468905,normal hours,Brine,16:58:00.000000000,9.35,Full OSS,38.75,362.3125
2025-02-21,ELAI ALAI,08:32:00.000000000,TLLU1200587,normal hours,Brine,09:29:00.000000000,12.34,Full OSS,38.75,478.175
2025-02-21,ELAI ALAI,09:37:00.000000000,MNBU3355862,normal hours,Brine,11:18:00.000000000,26.17,Full OSS,38.75,1014.0875000000001
2025-02-21,ELAI ALAI,11:27:00.000000000,MNBU4294484,normal hours,Brine,13:14:00.000000000,26.17,Full OSS,38.75,1014.0875000000001
2025-02-21,ELAI ALAI,13:36:00.000000000,MNBU4557641,normal hours,Brine,15:01:00.000000000,26.06,Full OSS,38.75,1009.8249999999999
2025-02-21,ELAI ALAI,15:10:00.000000000,MNBU9043970,normal hours,Brine,16:53:00.000000000,23.84,Full OSS,38.75,923.8
2025-02-21,GALERNA DOS,08:18:00.000000000,MNBU3577284,normal hours,Brine,10:31:00.000000000,24.27,Basic OSS,25.5,618.885
2025-02-21,GALERNA DOS,08:43:00.000000000,MMAU1073433,normal hours,Brine,09:29:00.000000000,26.91,Basic OSS,25.5,686.205
2025-02-21,GALERNA DOS,09:38:00.000000000,MNBU0553801,normal hours,Brine,10:36:00.000000000,26.95,Basic OSS,25.5,687.225
2025-02-21,GALERNA DOS,10:43:00.000000000,MNBU4558360,normal hours,Brine,11:45:00.000000000,26.97,Basic OSS,25.5,687.735
2025-02-21,GALERNA DOS,10:52:00.000000000,MNBU4555145,normal hours,Brine,11:46:00.000000000,26.82,Basic OSS,25.5,683.91
2025-02-21,GALERNA DOS,11:53:00.000000000,MNBU4019944,normal hours,Brine,13:01:00.000000000,26.95,Basic OSS,25.5,687.225
2025-02-21,GALERNA DOS,11:57:00.000000000,MNBU4151396,normal hours,Brine,13:03:00.000000000,27.02,Basic OSS,25.5,689.01
2025-02-21,GALERNA DOS,13:12:00.000000000,MNBU0434470,normal hours,Brine,14:51:00.000000000,26.99,Basic OSS,25.5,688.245
2025-02-21,GALERNA DOS,13:17:00.000000000,MNBU0060282,normal hours,Brine,14:57:00.000000000,26.95,Basic OSS,25.5,687.225
2025-02-21,GALERNA DOS,14:59:00.000000000,MNBU0105350,normal hours,Brine,16:08:00.000000000,23.54,Basic OSS,25.5,600.27
2025-02-21,GALERNA DOS,15:08:00.000000000,MNBU4167284,normal hours,Brine,16:36:00.000000000,26.92,Basic OSS,25.5,686.46
2025-02-21,GALERNA DOS,16:17:00.000000000,MMAU1279471,normal hours,Brine,16:33:00.000000000,8.94,Basic OSS,25.5,227.97
2025-02-21,GALERNA DOS,16:45:00.000000000,SUDU8142227,normal hours,Brine,16:55:00.000000000,10.34,Basic OSS,25.5,263.67
2025-02-21,GALERNA DOS,16:46:00.000000000,MNBU9069608,normal hours,Brine,16:58:00.000000000,9.74,Basic OSS,25.5,248.37
2025-02-21,GALERNA DOS,17:02:00.000000000,SUDU8142227,overtime 150%,Brine,17:34:00.000000000,16.57,Basic OSS,38.25,633.8025
2025-02-21,GALERNA DOS,17:19:00.000000000,MNBU0105350,overtime 150%,Brine,17:19:00.000000000,3.32,Basic OSS,38.25,126.99
2025-02-21,GALERNA DOS,17:37:00.000000000,MNBU4236549,overtime 150%,Brine,17:52:00.000000000,7.97,Basic OSS,38.25,304.85249999999996
2025-02-21,GALERNA DOS,17:59:00.000000000,MNBU9069608,overtime 150%,Brine,17:59:00.000000000,3.11,Basic OSS,38.25,118.9575
2025-02-21,JAI ALAI,09:12:00.000000000,MNBU0468905,normal hours,Brine,16:50:00.000000000,15.38,Full OSS,38.75,595.975
2025-02-21,JAI ALAI,11:30:00.000000000,MNBU4383792,normal hours,Brine,13:27:00.000000000,27.01,Full OSS,38.75,1046.6375
2025-02-21,JAI ALAI,13:48:00.000000000,MNBU0556436,normal hours,Brine,14:49:00.000000000,26.5,Full OSS,38.75,1026.875
2025-02-21,JAI ALAI,14:59:00.000000000,MNBU0505700,normal hours,Brine,15:52:00.000000000,26.28,Full OSS,38.75,1018.35
2025-02-21,JAI ALAI,16:08:00.000000000,MNBU3587744,normal hours,Brine,16:53:00.000000000,18.73,Full OSS,38.75,725.7875
2025-02-22,ELAI ALAI,08:28:00.000000000,MNBU9043970,normal hours,Brine,08:28:00.000000000,2.13,Full OSS,38.75,82.5375
2025-02-22,ELAI ALAI,08:42:00.000000000,MNBU0186820,normal hours,Brine,10:32:00.000000000,26.06,Full OSS,38.75,1009.8249999999999
2025-02-22,ELAI ALAI,10:39:00.000000000,MNBU9131962,normal hours,Brine,13:56:00.000000000,26.06,Full OSS,38.75,1009.8249999999999
2025-02-22,ELAI ALAI,13:59:00.000000000,MNBU3770729,normal hours,Brine,15:56:00.000000000,26.165,Full OSS,38.75,1013.89375
2025-02-22,ELAI ALAI,15:58:00.000000000,MNBU3847630,normal hours,Brine,16:49:00.000000000,19.19,Full OSS,38.75,743.6125000000001
2025-02-22,GALERNA DOS,08:14:00.000000000,MNBU4236549,normal hours,Brine,09:07:00.000000000,18.89,Basic OSS,25.5,481.695
2025-02-22,GALERNA DOS,08:18:00.000000000,MNBU4250629,normal hours,Brine,09:20:00.000000000,26.95,Basic OSS,25.5,687.225
2025-02-22,GALERNA DOS,09:19:00.000000000,MNBU3021269,normal hours,Brine,10:44:00.000000000,26.94,Basic OSS,25.5,686.97
2025-02-22,GALERNA DOS,09:30:00.000000000,MNBU4396531,normal hours,Brine,12:09:00.000000000,27.0,Basic OSS,25.5,688.5
2025-02-22,GALERNA DOS,11:00:00.000000000,MNBU3473377,normal hours,Brine,12:55:00.000000000,26.97,Basic OSS,25.5,687.735
2025-02-22,GALERNA DOS,12:34:00.000000000,MNBU3390689,normal hours,Brine,16:40:00.000000000,27.04,Basic OSS,25.5,689.52
2025-02-22,GALERNA DOS,13:10:00.000000000,MNBU3142379,normal hours,Brine,15:09:00.000000000,26.95,Basic OSS,25.5,687.225
2025-02-22,GALERNA DOS,13:22:00.000000000,MNBU9069608,normal hours,Brine,16:54:00.000000000,14.12,Basic OSS,25.5,360.06
2025-02-22,GALERNA DOS,15:44:00.000000000,MNBU4536063,normal hours,Brine,16:45:00.000000000,19.08,Basic OSS,25.5,486.53999999999996
2025-02-22,JAI ALAI,08:18:00.000000000,MNBU3587744,normal hours,Brine,08:34:00.000000000,7.44,Full OSS,38.75,288.3
2025-02-22,JAI ALAI,08:47:00.000000000,MNBU0442557,normal hours,Brine,10:53:00.000000000,26.23,Full OSS,38.75,1016.4125
2025-02-22,JAI ALAI,10:28:00.000000000,MMAU1044190,normal hours,Brine,11:34:00.000000000,26.21,Full OSS,38.75,1015.6375
2025-02-22,JAI ALAI,11:22:00.000000000,MNBU9150284,normal hours,Brine,12:46:00.000000000,26.2,Full OSS,38.75,1015.25
2025-02-22,JAI ALAI,11:50:00.000000000,MNBU3543793,normal hours,Brine,13:26:00.000000000,26.05,Full OSS,38.75,1009.4375
2025-02-22,JAI ALAI,12:42:00.000000000,MNBU0468905,normal hours,Brine,13:04:00.000000000,0.98,Full OSS,38.75,37.975
2025-02-22,JAI ALAI,13:00:00.000000000,MNBU4425732,normal hours,Brine,14:18:00.000000000,26.26,Full OSS,38.75,1017.575
2025-02-22,JAI ALAI,13:33:00.000000000,MNBU0355534,normal hours,Brine,14:29:00.000000000,26.25,Full OSS,38.75,1017.1875
2025-02-22,JAI ALAI,14:38:00.000000000,MNBU0324045,normal hours,Brine,15:48:00.000000000,26.21,Full OSS,38.75,1015.6375
2025-02-22,JAI ALAI,14:43:00.000000000,MWCU6835240,normal hours,Brine,16:13:00.000000000,26.21,Full OSS,38.75,1015.6375
2025-02-22,JAI ALAI,15:55:00.000000000,MNBU3993764,normal hours,Brine,16:53:00.000000000,16.0,Full OSS,38.75,620.0
2025-02-22,JAI ALAI,16:29:00.000000000,MNBU0561140,normal hours,Brine,16:50:00.000000000,5.01,Full OSS,38.75,194.1375
2025-02-23,ELAI ALAI,09:41:00.000000000,MNBU3847630,overtime 150%,Brine,09:41:00.000000000,1.59,Full OSS,58.125,92.41875
2025-02-23,GALERNA DOS,08:19:00.000000000,MNBU4536063,overtime 150%,Brine,08:36:00.000000000,7.89,Basic OSS,38.25,301.79249999999996
2025-02-23,GALERNA DOS,08:47:00.000000000,MNBU9050623,overtime 150%,Brine,09:47:00.000000000,27.0,Basic OSS,38.25,1032.75
2025-02-23,GALERNA DOS,10:10:00.000000000,MNBU4507888,overtime 150%,Brine,11:24:00.000000000,27.0,Basic OSS,38.25,1032.75
2025-02-23,JAI ALAI,08:20:00.000000000,MNBU0561140,overtime 150%,Brine,09:53:00.000000000,21.2,Full OSS,58.125,1232.25
2025-02-23,JAI ALAI,08:26:00.000000000,MNBU3993764,overtime 150%,Brine,09:20:00.000000000,10.15,Full OSS,58.125,589.96875
2025-02-23,JAI ALAI,09:33:00.000000000,MNBU0301950,overtime 150%,Brine,12:04:00.000000000,26.17,Full OSS,58.125,1521.1312500000001
2025-02-23,JAI ALAI,10:05:00.000000000,MNBU3998344,overtime 150%,Brine,11:28:00.000000000,26.07,Full OSS,58.125,1515.31875
2025-02-23,JAI ALAI,11:07:00.000000000,MNBU0399379,overtime 150%,Brine,12:14:00.000000000,26.21,Full OSS,58.125,1523.45625
2025-02-23,JAI ALAI,11:49:00.000000000,SUDU8003366,overtime 150%,Brine,13:14:00.000000000,26.16,Full OSS,58.125,1520.55
2025-02-23,JAI ALAI,12:23:00.000000000,MNBU4006839,overtime 150%,Brine,13:41:00.000000000,26.18,Full OSS,58.125,1521.7125
2025-02-23,JAI ALAI,13:31:00.000000000,TEMU9786025,overtime 150%,Brine,14:33:00.000000000,26.24,Full OSS,58.125,1525.1999999999998
2025-02-23,JAI ALAI,13:49:00.000000000,MNBU4429050,overtime 150%,Brine,15:54:00.000000000,26.08,Full OSS,58.125,1515.8999999999999
2025-02-23,JAI ALAI,14:48:00.000000000,MNBU3304274,overtime 150%,Brine,15:49:00.000000000,11.15,Full OSS,58.125,648.09375
2025-02-24,JAI ALAI,08:09:00.000000000,MNBU3304274,normal hours,Brine,09:44:00.000000000,15.05,Full OSS,38.75,583.1875
2025-02-24,JAI ALAI,08:12:00.000000000,MNBU3897436,normal hours,Brine,10:32:00.000000000,26.14,Full OSS,38.75,1012.9250000000001
2025-02-24,JAI ALAI,10:04:00.000000000,MNBU3520890,normal hours,Brine,11:37:00.000000000,4.79,Full OSS,38.75,185.6125
2025-02-27,HAWWA,12:15:00.000000000,MNBU4179900,normal hours,Brine,13:11:00.000000000,26.78,Full OSS,38.75,1037.7250000000001
2025-02-27,HAWWA,12:20:00.000000000,MNBU9178240,normal hours,Brine,13:13:00.000000000,27.02,Full OSS,38.75,1047.025
2025-02-27,HAWWA,13:17:00.000000000,MNBU4483390,normal hours,Brine,14:35:00.000000000,26.96,Full OSS,38.75,1044.7
2025-02-27,HAWWA,13:22:00.000000000,MNBU4167089,normal hours,Brine,14:34:00.000000000,26.93,Full OSS,38.75,1043.5375
2025-02-27,HAWWA,14:40:00.000000000,MNBU4562545,normal hours,Brine,15:57:00.000000000,26.87,Full OSS,38.75,1041.2125
2025-02-27,HAWWA,14:43:00.000000000,MNBU9061649,normal hours,Brine,16:06:00.000000000,26.88,Full OSS,38.75,1041.6
2025-02-27,HAWWA,16:02:00.000000000,MNBU3453447,normal hours,Brine,16:49:00.000000000,26.62,Full OSS,38.75,1031.525
2025-02-27,HAWWA,16:18:00.000000000,MNBU3844713,normal hours,Brine,16:36:00.000000000,12.38,Full OSS,38.75,479.725
2025-02-28,HAWWA,08:25:00.000000000,MNBU3727980,normal hours,Brine,09:39:00.000000000,26.85,Full OSS,38.75,1040.4375
2025-02-28,HAWWA,08:26:00.000000000,MNBU3844713,normal hours,Brine,09:07:00.000000000,14.66,Full OSS,38.75,568.075
2025-02-28,HAWWA,09:18:00.000000000,MNBU3691574,normal hours,Brine,10:26:00.000000000,26.84,Full OSS,38.75,1040.05
2025-02-28,HAWWA,09:44:00.000000000,MNBU4185349,normal hours,Brine,11:03:00.000000000,27.03,Full OSS,38.75,1047.4125000000001
2025-02-28,HAWWA,11:12:00.000000000,MNBU4298200,normal hours,Brine,13:24:00.000000000,26.83,Full OSS,38.75,1039.6625
2025-02-28,HAWWA,11:13:00.000000000,MNBU0464448,normal hours,Brine,12:31:00.000000000,26.77,Full OSS,38.75,1037.3375
2025-02-28,HAWWA,12:45:00.000000000,MNBU0038592,normal hours,Brine,13:36:00.000000000,26.89,Full OSS,38.75,1041.9875
2025-02-28,HAWWA,13:39:00.000000000,MNBU4075948,normal hours,Brine,16:03:00.000000000,24.37,Full OSS,38.75,944.3375000000001
2025-02-28,HAWWA,13:50:00.000000000,MNBU9080464,normal hours,Brine,16:54:00.000000000,26.9,Full OSS,38.75,1042.375
2025-02-28,HAWWA,16:56:00.000000000,MNBU3686351,normal hours,Brine,16:56:00.000000000,3.9,Full OSS,38.75,151.125
2025-02-28,IZURDIA,10:09:00.000000000,TLLU1201449,normal hours,Brine,15:16:00.000000000,27.9,Basic OSS,25.5,711.4499999999999
2025-02-28,IZURDIA,10:27:00.000000000,MNBU3360051,normal hours,Brine,16:59:00.000000000,17.13,Basic OSS,25.5,436.815
2025-02-28,IZURDIA,15:58:00.000000000,SUDU5145562,normal hours,Brine,16:59:00.000000000,8.25,Basic OSS,25.5,210.375
2025-02-28,IZURDIA,16:29:00.000000000,TTNU8989442,normal hours,Brine,16:53:00.000000000,6.31,Basic OSS,25.5,160.905
2025-02-28,IZURDIA,17:06:00.000000000,MNBU3360051,overtime 150%,Brine,17:06:00.000000000,2.98,Basic OSS,38.25,113.985
2025-02-28,LAYLA,09:01:00.000000000,MNBU4007007,normal hours,Brine,09:57:00.000000000,26.89,Full OSS,38.75,1041.9875
2025-02-28,LAYLA,09:42:00.000000000,MNBU4318225,normal hours,Brine,11:16:00.000000000,26.87,Full OSS,38.75,1041.2125
2025-02-28,LAYLA,10:02:00.000000000,MNBU4284104,normal hours,Brine,10:41:00.000000000,17.71,Full OSS,38.75,686.2625
2025-02-28,LAYLA,10:47:00.000000000,MNBU3419186,normal hours,Brine,16:56:00.000000000,25.94,Full OSS,38.75,1005.1750000000001
2025-02-28,LAYLA,11:32:00.000000000,MNBU3944991,normal hours,Brine,15:03:00.000000000,26.88,Full OSS,38.75,1041.6
2025-02-28,LAYLA,15:23:00.000000000,MNBU3766483,normal hours,Brine,16:06:00.000000000,26.8,Full OSS,38.75,1038.5
2025-02-28,LAYLA,15:51:00.000000000,MNBU4338659,normal hours,Brine,16:31:00.000000000,17.07,Full OSS,38.75,661.4625
2025-02-28,LAYLA,16:00:00.000000000,MNBU4276032,normal hours,Brine,16:34:00.000000000,19.85,Full OSS,38.75,769.1875
2025-03-01,HAWWA,08:34:00.000000000,MMAU1035074,normal hours,Brine,09:39:00.000000000,26.88,Full OSS,38.75,1041.6
2025-03-01,HAWWA,08:34:00.000000000,MNBU3686351,normal hours,Brine,09:59:00.000000000,23.03,Full OSS,38.75,892.4125
2025-03-01,HAWWA,09:47:00.000000000,MNBU4033773,normal hours,Brine,10:58:00.000000000,26.85,Full OSS,38.75,1040.4375
2025-03-01,HAWWA,10:27:00.000000000,MNBU3894571,normal hours,Brine,12:00:00.000000000,26.76,Full OSS,38.75,1036.95
2025-03-01,HAWWA,11:10:00.000000000,MNBU3660784,normal hours,Brine,13:20:00.000000000,26.78,Full OSS,38.75,1037.7250000000001
2025-03-01,HAWWA,12:23:00.000000000,MNBU0671975,normal hours,Brine,16:35:00.000000000,25.11,Full OSS,38.75,973.0124999999999
2025-03-01,HAWWA,13:36:00.000000000,MNBU4456250,normal hours,Brine,15:49:00.000000000,26.95,Full OSS,38.75,1044.3125
2025-03-01,IZURDIA,08:28:00.000000000,MNBU3360051,normal hours,Brine,09:23:00.000000000,7.83,Basic OSS,25.5,199.665
2025-03-01,IZURDIA,08:36:00.000000000,TTNU8989442,normal hours,Brine,10:50:00.000000000,21.75,Basic OSS,25.5,554.625
2025-03-01,IZURDIA,08:58:00.000000000,SUDU5145562,normal hours,Brine,16:49:00.000000000,19.72,Basic OSS,25.5,502.85999999999996
2025-03-01,IZURDIA,09:28:00.000000000,MNBU3124098,normal hours,Brine,16:56:00.000000000,20.89,Basic OSS,25.5,532.695
2025-03-01,IZURDIA,09:40:00.000000000,TTNU8759310,normal hours,Brine,12:08:00.000000000,28.06,Basic OSS,25.5,715.53
2025-03-01,IZURDIA,11:07:00.000000000,MMAU1272055,normal hours,Brine,14:26:00.000000000,27.93,Basic OSS,25.5,712.215
2025-03-01,IZURDIA,14:38:00.000000000,MNBU9053216,normal hours,Brine,16:36:00.000000000,27.89,Basic OSS,25.5,711.195
2025-03-01,IZURDIA,16:59:00.000000000,MNBU3472940,normal hours,Brine,16:59:00.000000000,1.79,Basic OSS,25.5,45.645
2025-03-01,LAYLA,08:11:00.000000000,MNBU4276032,normal hours,Brine,08:21:00.000000000,7.13,Full OSS,38.75,276.2875
2025-03-01,LAYLA,08:22:00.000000000,MNBU4338659,normal hours,Brine,09:02:00.000000000,9.9,Full OSS,38.75,383.625
2025-03-01,LAYLA,08:34:00.000000000,MNBU4557662,normal hours,Brine,11:48:00.000000000,26.89,Full OSS,38.75,1041.9875
2025-03-01,LAYLA,09:11:00.000000000,MNBU3419186,normal hours,Brine,09:11:00.000000000,0.97,Full OSS,38.75,37.5875
2025-03-01,LAYLA,09:32:00.000000000,MNBU4476278,normal hours,Brine,11:01:00.000000000,26.87,Full OSS,38.75,1041.2125
2025-03-01,LAYLA,10:24:00.000000000,MNBU4284104,normal hours,Brine,10:37:00.000000000,9.23,Full OSS,38.75,357.6625
2025-03-01,LAYLA,10:24:00.000000000,MNBU4564548,normal hours,Brine,16:46:00.000000000,24.66,Full OSS,38.75,955.575
2025-03-01,LAYLA,10:49:00.000000000,MNBU3891443,normal hours,Brine,16:10:00.000000000,23.68,Full OSS,38.75,917.6
2025-03-01,LAYLA,11:58:00.000000000,MNBU4210821,normal hours,Brine,14:37:00.000000000,4.9,Full OSS,38.75,189.875
2025-03-01,LAYLA,12:43:00.000000000,MMAU1166963,normal hours,Brine,14:18:00.000000000,26.9,Full OSS,38.75,1042.375
2025-03-01,LAYLA,15:07:00.000000000,MNBU3477243,normal hours,Brine,16:48:00.000000000,26.88,Full OSS,38.75,1041.6
2025-03-02,HAWWA,08:00:00.000000000,MNBU0671975,overtime 150%,Brine,08:00:00.000000000,1.89,Full OSS,58.125,109.85624999999999
2025-03-02,HAWWA,08:22:00.000000000,MNBU3566654,overtime 150%,Brine,09:33:00.000000000,27.02,Full OSS,58.125,1570.5375
2025-03-02,HAWWA,08:34:00.000000000,MNBU3630291,overtime 150%,Brine,10:07:00.000000000,26.92,Full OSS,58.125,1564.7250000000001
2025-03-02,HAWWA,08:55:00.000000000,MNBU4166380,overtime 150%,Brine,12:49:00.000000000,6.64,Full OSS,58.125,385.95
2025-03-02,HAWWA,09:56:00.000000000,MNBU4420828,overtime 150%,Brine,12:48:00.000000000,9.78,Full OSS,58.125,568.4625
2025-03-02,HAWWA,10:26:00.000000000,MNBU9165880,overtime 150%,Brine,12:32:00.000000000,6.81,Full OSS,58.125,395.83124999999995
2025-03-02,HAWWA,11:14:00.000000000,MNBU0558737,overtime 150%,Brine,12:47:00.000000000,16.5,Full OSS,58.125,959.0625
2025-03-02,IZURDIA,09:04:00.000000000,MNBU3472940,overtime 150%,Brine,12:43:00.000000000,26.12,Basic OSS,38.25,999.09
2025-03-02,IZURDIA,09:05:00.000000000,SUDU6277516,overtime 150%,Brine,14:43:00.000000000,28.04,Basic OSS,38.25,1072.53
2025-03-02,IZURDIA,10:19:00.000000000,MNBU3124098,overtime 150%,Brine,10:32:00.000000000,7.13,Basic OSS,38.25,272.72249999999997
2025-03-02,IZURDIA,14:44:00.000000000,MNBU0279856,overtime 150%,Brine,14:55:00.000000000,9.17,Basic OSS,38.25,350.7525
2025-03-02,IZURDIA,15:17:00.000000000,MMAU1192319,overtime 150%,Brine,15:54:00.000000000,4.13,Basic OSS,38.25,157.9725
2025-03-02,LAYLA,08:25:00.000000000,MNBU3891443,overtime 150%,Brine,08:29:00.000000000,3.2,Full OSS,58.125,186.0
2025-03-02,LAYLA,08:38:00.000000000,MNBU4210821,overtime 150%,Brine,15:53:00.000000000,15.97,Full OSS,58.125,928.25625
2025-03-02,LAYLA,08:48:00.000000000,MNBU4564548,overtime 150%,Brine,09:39:00.000000000,2.05,Full OSS,58.125,119.15624999999999
2025-03-02,LAYLA,09:04:00.000000000,MNBU9049052,overtime 150%,Brine,10:19:00.000000000,26.77,Full OSS,58.125,1556.00625
2025-03-02,LAYLA,09:27:00.000000000,MNBU4035544,overtime 150%,Brine,10:47:00.000000000,26.84,Full OSS,58.125,1560.075
2025-03-02,LAYLA,10:34:00.000000000,MNBU3690177,overtime 150%,Brine,12:09:00.000000000,26.81,Full OSS,58.125,1558.33125
2025-03-02,LAYLA,10:48:00.000000000,MNBU4179114,overtime 150%,Brine,15:25:00.000000000,26.98,Full OSS,58.125,1568.2125
2025-03-02,LAYLA,11:04:00.000000000,MNBU3690310,overtime 150%,Brine,13:53:00.000000000,27.06,Full OSS,58.125,1572.8625
2025-03-02,LAYLA,12:14:00.000000000,MMAU1368394,overtime 150%,Brine,13:05:00.000000000,27.05,Full OSS,58.125,1572.28125
2025-03-02,LAYLA,13:17:00.000000000,MNBU3142553,overtime 150%,Brine,14:56:00.000000000,26.96,Full OSS,58.125,1567.05
2025-03-02,LAYLA,15:42:00.000000000,MNBU9028912,overtime 150%,Brine,15:49:00.000000000,6.27,Full OSS,58.125,364.44374999999997
2025-03-03,IZURDIA,08:33:00.000000000,MMAU1192319,normal hours,Brine,12:02:00.000000000,23.88,Basic OSS,25.5,608.9399999999999
2025-03-03,IZURDIA,09:14:00.000000000,MNBU0279856,normal hours,Brine,10:24:00.000000000,18.83,Basic OSS,25.5,480.16499999999996
2025-03-03,IZURDIA,10:34:00.000000000,MNBU0356166,normal hours,Brine,15:24:00.000000000,27.63,Basic OSS,25.5,704.5649999999999
2025-03-03,IZURDIA,13:20:00.000000000,MNBU4105045,normal hours,Brine,15:19:00.000000000,27.91,Basic OSS,25.5,711.705
2025-03-03,IZURDIA,15:28:00.000000000,MNBU3240061,normal hours,Brine,16:31:00.000000000,7.55,Basic OSS,25.5,192.525
