date,vessel,start_time,destination,overtime,storage_type,end_time,total_tonnage,service,Price,invoice_value
2025-04-06,ACILA,09:12:00.000000000,MNBU3059670,overtime 150%,Brine,13:14:00.000000000,26.96,Full OSS,58.125,1567.05
2025-04-06,ACILA,09:18:00.000000000,MMAU1141008,overtime 150%,Brine,11:55:00.000000000,26.92,Full OSS,58.125,1564.7250000000001
2025-04-06,ACILA,12:24:00.000000000,MNBU4525243,overtime 150%,Brine,14:30:00.000000000,26.65,Full OSS,58.125,1549.03125
2025-04-06,ACILA,13:36:00.000000000,MNBU4448640,overtime 150%,Brine,15:57:00.000000000,16.86,Full OSS,58.125,979.9875
2025-04-06,ACILA,15:02:00.000000000,MNBU4001919,overtime 150%,Brine,15:38:00.000000000,14.24,Full OSS,58.125,827.7
2025-04-06,ACILA,15:58:00.000000000,MNBU4172486,overtime 150%,Brine,15:59:00.000000000,3.16,Full OSS,58.125,183.675
2025-04-07,ACILA,08:29:00.000000000,MNBU4001919,normal hours,Brine,09:24:00.000000000,12.49,Full OSS,38.75,483.9875
2025-04-07,ACILA,08:53:00.000000000,MNBU4448640,normal hours,Brine,11:00:00.000000000,9.97,Full OSS,38.75,386.33750000000003
2025-04-07,ACILA,09:25:00.000000000,MNBU4172486,normal hours,Brine,15:24:00.000000000,23.92,Full OSS,38.75,926.9000000000001
2025-04-07,ACILA,10:25:00.000000000,MNBU3316486,normal hours,Brine,15:49:00.000000000,23.55,Full OSS,38.75,912.5625
2025-04-09,NOUR,09:06:00.000000000,MNBU0082229,normal hours,Brine,09:56:00.000000000,26.96,Full OSS,38.75,1044.7
2025-04-09,NOUR,10:14:00.000000000,MNBU4054523,normal hours,Brine,12:41:00.000000000,26.93,Full OSS,38.75,1043.5375
2025-04-09,NOUR,10:14:00.000000000,MNBU9073064,normal hours,Brine,16:41:00.000000000,13.54,Full OSS,38.75,524.675
2025-04-09,NOUR,10:39:00.000000000,MNBU0608479,normal hours,Brine,15:20:00.000000000,27.05,Full OSS,38.75,1048.1875
2025-04-09,NOUR,10:50:00.000000000,MNBU4563747,normal hours,Brine,16:54:00.000000000,10.89,Full OSS,38.75,421.9875
2025-04-09,NOUR,11:39:00.000000000,MNBU4419072,normal hours,Brine,15:06:00.000000000,27.01,Full OSS,38.75,1046.6375
2025-04-09,NOUR,13:01:00.000000000,MRFU0006874,normal hours,Brine,14:21:00.000000000,27.06,Full OSS,38.75,1048.575
2025-04-09,NOUR,14:36:00.000000000,MNBU4139404,normal hours,Brine,16:02:00.000000000,27.02,Full OSS,38.75,1047.025
2025-04-09,NOUR,15:31:00.000000000,MNBU3866944,normal hours,Brine,16:50:00.000000000,9.79,Full OSS,38.75,379.36249999999995
2025-04-09,NOUR,15:36:00.000000000,MNBU4150595,normal hours,Brine,16:56:00.000000000,7.19,Full OSS,38.75,278.6125
2025-04-09,NOUR,16:21:00.000000000,MNBU4187655,normal hours,Brine,16:51:00.000000000,13.14,Full OSS,38.75,509.175
2025-04-10,ELAI ALAI,09:39:00.000000000,MNBU4538488,normal hours,Brine,16:59:00.000000000,18.44,Full OSS,38.75,714.5500000000001
2025-04-10,ELAI ALAI,10:37:00.000000000,MMAU1002147,normal hours,Brine,16:11:00.000000000,27.21,Full OSS,38.75,1054.3875
2025-04-10,ELAI ALAI,11:46:00.000000000,MNBU3679476,normal hours,Brine,13:08:00.000000000,14.23,Full OSS,38.75,551.4125
2025-04-10,ELAI ALAI,16:12:00.000000000,MNBU0349233,normal hours,Brine,16:55:00.000000000,11.75,Full OSS,38.75,455.3125
2025-04-10,NOUR,08:25:00.000000000,MNBU4187655,normal hours,Brine,08:40:00.000000000,13.81,Full OSS,38.75,535.1375
2025-04-10,NOUR,08:38:00.000000000,MNBU3878760,normal hours,Brine,09:13:00.000000000,27.02,Full OSS,38.75,1047.025
2025-04-10,NOUR,09:17:00.000000000,MNBU0679087,normal hours,Brine,11:06:00.000000000,27.01,Full OSS,38.75,1046.6375
2025-04-10,NOUR,09:32:00.000000000,MNBU3866944,normal hours,Brine,12:29:00.000000000,17.2,Full OSS,38.75,666.5
2025-04-10,NOUR,10:31:00.000000000,MNBU4563747,normal hours,Brine,15:50:00.000000000,16.08,Full OSS,38.75,623.0999999999999
2025-04-10,NOUR,10:39:00.000000000,MNBU4150595,normal hours,Brine,16:44:00.000000000,15.76,Full OSS,38.75,610.7
2025-04-10,NOUR,10:41:00.000000000,MNBU9073064,normal hours,Brine,10:41:00.000000000,0.47,Full OSS,38.75,18.2125
2025-04-10,NOUR,11:29:00.000000000,MNBU3880080,normal hours,Brine,12:02:00.000000000,27.07,Full OSS,38.75,1048.9625
2025-04-10,NOUR,12:54:00.000000000,SUDU6181348,normal hours,Brine,14:40:00.000000000,26.9,Full OSS,38.75,1042.375
2025-04-10,NOUR,13:54:00.000000000,MNBU3636638,normal hours,Brine,16:49:00.000000000,22.15,Full OSS,38.75,858.3125
2025-04-10,NOUR,15:18:00.000000000,MNBU3328569,normal hours,Brine,16:33:00.000000000,21.96,Full OSS,38.75,850.95
2025-04-10,TXORI ARGI,09:06:00.000000000,MNBU9170418,normal hours,Brine,13:01:00.000000000,26.78,Basic OSS,25.5,682.89
2025-04-10,TXORI ARGI,09:14:00.000000000,MNBU4019245,normal hours,Brine,16:51:00.000000000,11.84,Basic OSS,25.5,301.92
2025-04-10,TXORI ARGI,14:25:00.000000000,MNBU0369651,normal hours,Brine,16:46:00.000000000,12.68,Basic OSS,25.5,323.34
2025-04-10,TXORI ARGI,15:06:00.000000000,MNBU4562972,normal hours,Brine,16:15:00.000000000,11.41,Basic OSS,25.5,290.955
2025-04-11,ELAI ALAI,08:40:00.000000000,MNBU0349233,normal hours,Brine,09:29:00.000000000,15.25,Full OSS,38.75,590.9375
2025-04-11,ELAI ALAI,09:20:00.000000000,MNBU4538488,normal hours,Brine,10:37:00.000000000,8.28,Full OSS,38.75,320.84999999999997
2025-04-11,ELAI ALAI,10:59:00.000000000,MNBU3609720,normal hours,Brine,16:46:00.000000000,21.73,Full OSS,38.75,842.0375
2025-04-11,ELAI ALAI,12:57:00.000000000,MNBU4265260,normal hours,Brine,16:49:00.000000000,21.81,Full OSS,38.75,845.1374999999999
2025-04-11,NOUR,08:17:00.000000000,MNBU3328569,normal hours,Brine,08:22:00.000000000,5.03,Full OSS,38.75,194.91250000000002
2025-04-11,NOUR,08:49:00.000000000,MNBU4043365,normal hours,Brine,10:34:00.000000000,26.95,Full OSS,38.75,1044.3125
2025-04-11,NOUR,09:17:00.000000000,MNBU4150595,normal hours,Brine,09:20:00.000000000,4.13,Full OSS,38.75,160.0375
2025-04-11,NOUR,09:39:00.000000000,MNBU3554972,normal hours,Brine,16:34:00.000000000,22.6,Full OSS,38.75,875.75
2025-04-11,NOUR,09:45:00.000000000,MNBU3636638,normal hours,Brine,09:47:00.000000000,4.88,Full OSS,38.75,189.1
2025-04-11,NOUR,10:13:00.000000000,SUDU8092609,normal hours,Brine,11:54:00.000000000,26.95,Full OSS,38.75,1044.3125
2025-04-11,NOUR,10:47:00.000000000,MMAU1210990,normal hours,Brine,15:15:00.000000000,26.9,Full OSS,38.75,1042.375
2025-04-11,NOUR,11:04:00.000000000,MNBU3431176,normal hours,Brine,16:45:00.000000000,8.85,Full OSS,38.75,342.9375
2025-04-11,NOUR,12:01:00.000000000,MMAU1155655,normal hours,Brine,13:12:00.000000000,26.99,Full OSS,38.75,1045.8625
2025-04-11,NOUR,13:25:00.000000000,MNBU3395206,normal hours,Brine,14:17:00.000000000,26.95,Full OSS,38.75,1044.3125
2025-04-11,NOUR,14:35:00.000000000,MNBU4047653,normal hours,Brine,16:19:00.000000000,21.96,Full OSS,38.75,850.95
2025-04-11,NOUR,15:25:00.000000000,MNBU3007764,normal hours,Brine,16:10:00.000000000,18.32,Full OSS,38.75,709.9
2025-04-11,NOUR,16:58:00.000000000,MNBU9073064,normal hours,Brine,16:58:00.000000000,2.48,Full OSS,38.75,96.1
2025-04-11,TXORI ARGI,09:04:00.000000000,MNBU0369651,normal hours,Brine,11:09:00.000000000,14.32,Basic OSS,25.5,365.16
2025-04-11,TXORI ARGI,09:22:00.000000000,MNBU4562972,normal hours,Brine,13:53:00.000000000,15.5,Basic OSS,25.5,395.25
2025-04-11,TXORI ARGI,09:26:00.000000000,MNBU4019245,normal hours,Brine,14:27:00.000000000,15.13,Basic OSS,25.5,385.815
2025-04-11,TXORI ARGI,11:55:00.000000000,MNBU9148271,normal hours,Brine,16:57:00.000000000,21.53,Basic OSS,25.5,549.015
2025-04-11,TXORI ARGI,14:52:00.000000000,MMAU1274037,normal hours,Brine,16:47:00.000000000,19.62,Basic OSS,25.5,500.31
2025-04-12,ELAI ALAI,09:32:00.000000000,MNBU3609720,normal hours,Brine,09:40:00.000000000,5.9,Full OSS,38.75,228.625
2025-04-12,ELAI ALAI,10:07:00.000000000,MNBU4265260,normal hours,Brine,10:56:00.000000000,4.46,Full OSS,38.75,172.825
2025-04-12,ELAI ALAI,10:39:00.000000000,MNBU3761413,normal hours,Brine,15:32:00.000000000,26.57,Full OSS,38.75,1029.5875
2025-04-12,ELAI ALAI,11:25:00.000000000,MNBU0301040,normal hours,Brine,16:50:00.000000000,17.29,Full OSS,38.75,669.9875
2025-04-12,ELAI ALAI,16:20:00.000000000,MNBU4121093,normal hours,Brine,16:40:00.000000000,6.01,Full OSS,38.75,232.8875
2025-04-12,NOUR,09:06:00.000000000,MNBU3007764,normal hours,Brine,09:29:00.000000000,8.74,Full OSS,38.75,338.675
2025-04-12,NOUR,09:31:00.000000000,MNBU4047653,normal hours,Brine,09:45:00.000000000,5.02,Full OSS,38.75,194.52499999999998
2025-04-12,NOUR,09:45:00.000000000,MNBU4113930,normal hours,Brine,11:38:00.000000000,27.01,Full OSS,38.75,1046.6375
2025-04-12,NOUR,09:57:00.000000000,MNBU0569876,normal hours,Brine,14:30:00.000000000,27.07,Full OSS,38.75,1048.9625
2025-04-12,NOUR,10:51:00.000000000,MNBU3554972,normal hours,Brine,10:51:00.000000000,4.45,Full OSS,38.75,172.4375
2025-04-12,NOUR,11:10:00.000000000,MNBU3069112,normal hours,Brine,16:41:00.000000000,27.23,Full OSS,38.75,1055.1625
2025-04-12,NOUR,11:24:00.000000000,MNBU3431176,normal hours,Brine,16:09:00.000000000,4.3,Full OSS,38.75,166.625
2025-04-12,NOUR,12:05:00.000000000,MNBU3799635,normal hours,Brine,14:27:00.000000000,27.04,Full OSS,38.75,1047.8
2025-04-12,NOUR,14:48:00.000000000,MNBU4087379,normal hours,Brine,15:31:00.000000000,27.04,Full OSS,38.75,1047.8
2025-04-12,NOUR,15:39:00.000000000,MMAU1093888,normal hours,Brine,16:31:00.000000000,4.14,Full OSS,38.75,160.42499999999998
2025-04-12,NOUR,15:44:00.000000000,MNBU4519410,normal hours,Brine,16:31:00.000000000,18.7,Full OSS,38.75,724.625
2025-04-12,TXORI ARGI,09:05:00.000000000,MMAU1274037,normal hours,Brine,12:18:00.000000000,7.33,Basic OSS,25.5,186.915
2025-04-12,TXORI ARGI,09:15:00.000000000,MNBU9148271,normal hours,Brine,10:27:00.000000000,5.41,Basic OSS,25.5,137.955
2025-04-12,TXORI ARGI,10:03:00.000000000,MMAU1037647,normal hours,Brine,15:46:00.000000000,26.86,Basic OSS,25.5,684.93
2025-04-12,TXORI ARGI,16:59:00.000000000,MNBU4523929,normal hours,Brine,16:59:00.000000000,2.24,Basic OSS,25.5,57.120000000000005
2025-04-13,ELAI ALAI,09:25:00.000000000,MNBU4121093,overtime 150%,Brine,13:00:00.000000000,14.38,Full OSS,58.125,835.8375000000001
2025-04-13,ELAI ALAI,09:39:00.000000000,MNBU0301040,overtime 150%,Brine,12:17:00.000000000,4.76,Full OSS,58.125,276.675
2025-04-13,NOUR,08:32:00.000000000,MMAU1093888,overtime 150%,Brine,14:57:00.000000000,13.6,Full OSS,58.125,790.5
2025-04-13,NOUR,08:41:00.000000000,MNBU4519410,overtime 150%,Brine,08:54:00.000000000,8.29,Full OSS,58.125,481.85624999999993
2025-04-13,NOUR,09:04:00.000000000,MNBU0438618,overtime 150%,Brine,11:02:00.000000000,26.99,Full OSS,58.125,1568.7937499999998
2025-04-13,NOUR,09:59:00.000000000,MWCU5330171,overtime 150%,Brine,12:17:00.000000000,26.98,Full OSS,58.125,1568.2125
2025-04-13,NOUR,11:14:00.000000000,MNBU3850803,overtime 150%,Brine,14:25:00.000000000,26.86,Full OSS,58.125,1561.2375
2025-04-13,NOUR,12:52:00.000000000,MNBU3431176,overtime 150%,Brine,14:32:00.000000000,5.64,Full OSS,58.125,327.825
2025-04-13,TXORI ARGI,08:19:00.000000000,MNBU4523929,overtime 150%,Brine,15:02:00.000000000,24.73,Basic OSS,38.25,945.9225
2025-04-13,TXORI ARGI,14:56:00.000000000,MNBU4347394,overtime 150%,Brine,15:52:00.000000000,8.62,Basic OSS,38.25,329.715
2025-04-14,TXORI ARGI,09:15:00.000000000,MNBU4347394,normal hours,Brine,15:48:00.000000000,18.5,Basic OSS,25.5,471.75
2025-04-14,TXORI ZURI,09:45:00.000000000,MNBU0326921,normal hours,Brine,16:59:00.000000000,3.59,Basic OSS,25.5,91.545
2025-04-15,HAWWA,10:37:00.000000000,MNBU3283593,normal hours,Brine,11:51:00.000000000,26.81,Full OSS,38.75,1038.8875
2025-04-15,HAWWA,11:34:00.000000000,MNBU4292408,normal hours,Brine,14:23:00.000000000,27.19,Full OSS,38.75,1053.6125
2025-04-15,HAWWA,12:10:00.000000000,MNBU3583630,normal hours,Brine,13:13:00.000000000,27.0,Full OSS,38.75,1046.25
2025-04-15,HAWWA,12:42:00.000000000,MNBU9034284,normal hours,Brine,16:44:00.000000000,3.97,Full OSS,38.75,153.8375
2025-04-15,HAWWA,13:24:00.000000000,MNBU3499509,normal hours,Brine,14:35:00.000000000,26.93,Full OSS,38.75,1043.5375
2025-04-15,HAWWA,14:42:00.000000000,SUDU8130951,normal hours,Brine,16:53:00.000000000,21.52,Full OSS,38.75,833.9
2025-04-15,HAWWA,14:43:00.000000000,MMAU1128623,normal hours,Brine,16:15:00.000000000,26.95,Full OSS,38.75,1044.3125
2025-04-15,HAWWA,16:46:00.000000000,MNBU0438984,normal hours,Brine,16:46:00.000000000,5.21,Full OSS,38.75,201.8875
2025-04-15,TXORI ZURI,11:19:00.000000000,MNBU0326921,normal hours,Brine,15:32:00.000000000,23.38,Basic OSS,25.5,596.1899999999999
2025-04-16,HAWWA,08:45:00.000000000,MNBU0438984,normal hours,Brine,10:23:00.000000000,21.76,Full OSS,38.75,843.2
2025-04-16,HAWWA,09:11:00.000000000,SUDU8130951,normal hours,Brine,09:20:00.000000000,5.47,Full OSS,38.75,211.96249999999998
2025-04-16,HAWWA,09:50:00.000000000,MNBU3872905,normal hours,Brine,12:09:00.000000000,27.08,Full OSS,38.75,1049.35
2025-04-16,HAWWA,10:49:00.000000000,MNBU3409357,normal hours,Brine,13:13:00.000000000,26.88,Full OSS,38.75,1041.6
2025-04-16,HAWWA,11:34:00.000000000,MNBU9034284,normal hours,Brine,16:36:00.000000000,6.69,Full OSS,38.75,259.2375
2025-04-16,HAWWA,12:15:00.000000000,MNBU4506773,normal hours,Brine,15:48:00.000000000,26.93,Full OSS,38.75,1043.5375
2025-04-16,HAWWA,13:32:00.000000000,MNBU0477722,normal hours,Brine,16:24:00.000000000,27.0,Full OSS,38.75,1046.25
2025-04-16,HAWWA,14:05:00.000000000,MNBU3447450,normal hours,Brine,15:43:00.000000000,14.26,Full OSS,38.75,552.575
2025-04-16,HAWWA,16:00:00.000000000,MNBU0293453,normal hours,Brine,16:43:00.000000000,4.4,Full OSS,38.75,170.5
2025-04-16,HAWWA,16:05:00.000000000,MNBU3345057,normal hours,Brine,16:18:00.000000000,7.27,Full OSS,38.75,281.7125
2025-04-16,ITSAS TXORI,08:38:00.000000000,MNBU3206010,normal hours,Brine,09:44:00.000000000,26.93,Basic OSS,25.5,686.715
2025-04-16,ITSAS TXORI,09:47:00.000000000,MNBU3033038,normal hours,Brine,10:23:00.000000000,26.95,Basic OSS,25.5,687.225
2025-04-16,ITSAS TXORI,10:29:00.000000000,MNBU1228730,normal hours,Brine,11:31:00.000000000,26.99,Basic OSS,25.5,688.245
2025-04-16,ITSAS TXORI,10:37:00.000000000,TLLU1226067,normal hours,Brine,11:43:00.000000000,26.88,Basic OSS,25.5,685.4399999999999
2025-04-16,ITSAS TXORI,11:14:00.000000000,SUDU6175495,normal hours,Brine,16:23:00.000000000,26.96,Basic OSS,25.5,687.48
2025-04-16,ITSAS TXORI,12:08:00.000000000,MNBU4522394,normal hours,Brine,13:41:00.000000000,26.92,Basic OSS,25.5,686.46
2025-04-16,ITSAS TXORI,12:14:00.000000000,MNBU0341588,normal hours,Brine,13:35:00.000000000,27.0,Basic OSS,25.5,688.5
2025-04-16,ITSAS TXORI,14:01:00.000000000,MNBU3607028,normal hours,Brine,15:02:00.000000000,26.99,Basic OSS,25.5,688.245
2025-04-16,ITSAS TXORI,14:03:00.000000000,MNBU4195291,normal hours,Brine,15:18:00.000000000,27.01,Basic OSS,25.5,688.755
2025-04-16,ITSAS TXORI,15:21:00.000000000,MNBU0143598,normal hours,Brine,16:37:00.000000000,20.4,Basic OSS,25.5,520.1999999999999
2025-04-16,ITSAS TXORI,15:21:00.000000000,SUDU8195464,normal hours,Brine,16:00:00.000000000,26.94,Basic OSS,25.5,686.97
2025-04-16,ITSAS TXORI,16:25:00.000000000,MMAU1036234,normal hours,Brine,16:55:00.000000000,10.62,Basic OSS,25.5,270.81
2025-04-16,ITSAS TXORI,16:50:00.000000000,MNBU3531344,normal hours,Brine,16:50:00.000000000,4.19,Basic OSS,25.5,106.84500000000001
2025-04-16,TXORI ZURI,09:37:00.000000000,MNBU4520658,normal hours,Brine,13:31:00.000000000,26.88,Basic OSS,25.5,685.4399999999999
2025-04-16,TXORI ZURI,14:34:00.000000000,MNBU0493528,normal hours,Brine,16:52:00.000000000,26.99,Basic OSS,25.5,688.245
2025-04-17,HAWWA,09:17:00.000000000,MNBU3447450,normal hours,Brine,12:01:00.000000000,12.73,Full OSS,38.75,493.2875
2025-04-17,HAWWA,09:18:00.000000000,MNBU0293453,normal hours,Brine,11:26:00.000000000,22.59,Full OSS,38.75,875.3625
2025-04-17,HAWWA,10:20:00.000000000,MNBU3345057,normal hours,Brine,10:52:00.000000000,19.55,Full OSS,38.75,757.5625
2025-04-17,HAWWA,11:00:00.000000000,MNBU9034284,normal hours,Brine,15:12:00.000000000,14.11,Full OSS,38.75,546.7624999999999
2025-04-17,HAWWA,11:05:00.000000000,MNBU4103000,normal hours,Brine,15:05:00.000000000,21.07,Full OSS,38.75,816.4625
2025-04-17,HAWWA,11:34:00.000000000,MNBU0182911,normal hours,Brine,14:34:00.000000000,26.65,Full OSS,38.75,1032.6875
2025-04-17,HAWWA,15:25:00.000000000,MNBU0412716,normal hours,Brine,16:21:00.000000000,9.82,Full OSS,38.75,380.52500000000003
2025-04-17,HAWWA,15:30:00.000000000,MNBU3302498,normal hours,Brine,16:55:00.000000000,22.46,Full OSS,38.75,870.325
2025-04-17,ITSAS TXORI,08:17:00.000000000,MMAU1036234,normal hours,Brine,08:52:00.000000000,16.31,Basic OSS,25.5,415.905
2025-04-17,ITSAS TXORI,08:20:00.000000000,MNBU0143598,normal hours,Brine,08:38:00.000000000,6.55,Basic OSS,25.5,167.025
2025-04-17,ITSAS TXORI,09:00:00.000000000,MNBU3531344,normal hours,Brine,13:33:00.000000000,22.65,Basic OSS,25.5,577.5749999999999
2025-04-17,ITSAS TXORI,09:01:00.000000000,MNBU3670421,normal hours,Brine,10:37:00.000000000,26.87,Basic OSS,25.5,685.1850000000001
2025-04-17,ITSAS TXORI,09:15:00.000000000,MNBU3504992,normal hours,Brine,09:47:00.000000000,26.95,Basic OSS,25.5,687.225
2025-04-17,ITSAS TXORI,09:58:00.000000000,MNBU4282293,normal hours,Brine,10:56:00.000000000,26.99,Basic OSS,25.5,688.245
2025-04-17,ITSAS TXORI,10:59:00.000000000,MNBU3520587,normal hours,Brine,11:54:00.000000000,27.04,Basic OSS,25.5,689.52
2025-04-17,ITSAS TXORI,11:17:00.000000000,MNBU3896300,normal hours,Brine,11:57:00.000000000,26.96,Basic OSS,25.5,687.48
2025-04-17,ITSAS TXORI,12:08:00.000000000,MNBU0028640,normal hours,Brine,13:05:00.000000000,26.95,Basic OSS,25.5,687.225
2025-04-17,ITSAS TXORI,13:03:00.000000000,MNBU0038993,normal hours,Brine,14:05:00.000000000,26.98,Basic OSS,25.5,687.99
2025-04-17,ITSAS TXORI,13:25:00.000000000,MNBU3442756,normal hours,Brine,15:38:00.000000000,26.83,Basic OSS,25.5,684.165
2025-04-17,ITSAS TXORI,14:13:00.000000000,MNBU0070655,normal hours,Brine,16:25:00.000000000,26.9,Basic OSS,25.5,685.9499999999999
2025-04-17,ITSAS TXORI,15:10:00.000000000,MNBU3067932,normal hours,Brine,16:45:00.000000000,11.96,Basic OSS,25.5,304.98
2025-04-17,ITSAS TXORI,16:15:00.000000000,CNIU2232067,normal hours,Brine,16:49:00.000000000,15.71,Basic OSS,25.5,400.605
2025-04-17,TXORI ZURI,09:14:00.000000000,MNBU4314127,normal hours,Brine,11:11:00.000000000,27.05,Basic OSS,25.5,689.775
2025-04-17,TXORI ZURI,11:47:00.000000000,MNBU9151465,normal hours,Brine,16:04:00.000000000,26.77,Basic OSS,25.5,682.635
2025-04-17,TXORI ZURI,16:07:00.000000000,MNBU3228111,normal hours,Brine,16:49:00.000000000,12.56,Basic OSS,25.5,320.28000000000003
2025-04-18,EUSKADI ALAI,09:21:00.000000000,CNIU2233103,overtime 150%,Brine,11:07:00.000000000,27.145,Full OSS,58.125,1577.803125
2025-04-18,EUSKADI ALAI,09:53:00.000000000,SUDU8064464,overtime 150%,Brine,15:59:00.000000000,14.06,Full OSS,58.125,817.2375000000001
2025-04-18,EUSKADI ALAI,11:12:00.000000000,MMAU1073515,overtime 150%,Brine,14:13:00.000000000,27.23,Full OSS,58.125,1582.74375
2025-04-18,EUSKADI ALAI,14:51:00.000000000,MWCU5300813,overtime 150%,Brine,15:55:00.000000000,13.51,Full OSS,58.125,785.26875
2025-04-18,EUSKADI ALAI,16:40:00.000000000,MSFU0014439,overtime 200%,Dry,18:38:00.000000000,25.09,Full OSS,107.5,2697.175
2025-04-18,EUSKADI ALAI,18:46:00.000000000,MSFU0012776,overtime 200%,Dry,20:41:00.000000000,25.41,Full OSS,107.5,2731.575
2025-04-18,HAWWA,08:34:00.000000000,MNBU0412716,overtime 150%,Brine,09:31:00.000000000,16.88,Full OSS,58.125,981.15
2025-04-18,HAWWA,08:53:00.000000000,SUDU5284275,overtime 150%,Brine,09:54:00.000000000,27.02,Full OSS,58.125,1570.5375
2025-04-18,HAWWA,08:59:00.000000000,MNBU3302498,overtime 150%,Brine,09:03:00.000000000,4.47,Full OSS,58.125,259.81874999999997
2025-04-18,HAWWA,09:45:00.000000000,SUDU5275946,overtime 150%,Brine,12:51:00.000000000,26.92,Full OSS,58.125,1564.7250000000001
2025-04-18,HAWWA,10:13:00.000000000,SUDU8073620,overtime 150%,Brine,12:22:00.000000000,26.89,Full OSS,58.125,1562.98125
2025-04-18,HAWWA,11:44:00.000000000,MNBU4103000,overtime 150%,Brine,15:46:00.000000000,6.05,Full OSS,58.125,351.65625
2025-04-18,HAWWA,13:00:00.000000000,MNBU3106860,overtime 150%,Brine,13:30:00.000000000,26.92,Full OSS,58.125,1564.7250000000001
2025-04-18,HAWWA,14:00:00.000000000,MNBU0615415,overtime 150%,Brine,15:56:00.000000000,23.93,Full OSS,58.125,1390.93125
2025-04-18,ITSAS TXORI,08:19:00.000000000,CNIU2232067,overtime 150%,Brine,08:41:00.000000000,11.16,Basic OSS,38.25,426.87
2025-04-18,ITSAS TXORI,08:35:00.000000000,SUDU8087367,overtime 150%,Brine,10:47:00.000000000,27.03,Basic OSS,38.25,1033.8975
2025-04-18,ITSAS TXORI,08:54:00.000000000,SUDU8067870,overtime 150%,Brine,10:17:00.000000000,26.98,Basic OSS,38.25,1031.9850000000001
2025-04-18,ITSAS TXORI,09:01:00.000000000,MNBU3067932,overtime 150%,Brine,10:08:00.000000000,14.94,Basic OSS,38.25,571.4549999999999
2025-04-18,ITSAS TXORI,09:12:00.000000000,SUDU8164247,overtime 150%,Brine,15:27:00.000000000,26.97,Basic OSS,38.25,1031.6025
2025-04-18,ITSAS TXORI,10:26:00.000000000,SUDU8108080,overtime 150%,Brine,13:18:00.000000000,26.89,Basic OSS,38.25,1028.5425
2025-04-18,ITSAS TXORI,10:45:00.000000000,MNBU4292590,overtime 150%,Brine,12:37:00.000000000,26.98,Basic OSS,38.25,1031.9850000000001
2025-04-18,ITSAS TXORI,11:23:00.000000000,TLLU1217738,overtime 150%,Brine,13:01:00.000000000,26.97,Basic OSS,38.25,1031.6025
2025-04-18,ITSAS TXORI,13:01:00.000000000,MNBU3613170,overtime 150%,Brine,14:22:00.000000000,26.93,Basic OSS,38.25,1030.0725
2025-04-18,ITSAS TXORI,14:42:00.000000000,MMAU1142025,overtime 150%,Brine,15:40:00.000000000,26.99,Basic OSS,38.25,1032.3674999999998
2025-04-18,ITSAS TXORI,14:58:00.000000000,MNBU0526489,overtime 150%,Brine,15:58:00.000000000,26.99,Basic OSS,38.25,1032.3674999999998
2025-04-18,ITSAS TXORI,15:46:00.000000000,MNBU4567969,overtime 150%,Brine,15:55:00.000000000,6.35,Basic OSS,38.25,242.8875
2025-04-18,TXORI ZURI,08:38:00.000000000,SUDU8165069,overtime 150%,Brine,10:48:00.000000000,27.04,Basic OSS,38.25,1034.28
2025-04-18,TXORI ZURI,10:57:00.000000000,MNBU0514770,overtime 150%,Brine,12:46:00.000000000,27.05,Basic OSS,38.25,1034.6625000000001
2025-04-18,TXORI ZURI,13:15:00.000000000,MNBU3228111,overtime 150%,Brine,15:24:00.000000000,12.21,Basic OSS,38.25,467.0325
2025-04-19,EUSKADI ALAI,08:53:00.000000000,MWCU5300813,overtime 150%,Brine,10:24:00.000000000,13.85,Full OSS,58.125,805.03125
2025-04-19,EUSKADI ALAI,09:18:00.000000000,SUDU8064464,overtime 150%,Brine,11:48:00.000000000,12.16,Full OSS,58.125,706.8
2025-04-19,EUSKADI ALAI,10:50:00.000000000,MNBU3616009,overtime 150%,Brine,15:29:00.000000000,27.09,Full OSS,58.125,1574.60625
2025-04-19,EUSKADI ALAI,12:20:00.000000000,MMAU1279682,overtime 150%,Brine,15:59:00.000000000,15.93,Full OSS,58.125,925.93125
2025-04-19,EUSKADI ALAI,15:39:00.000000000,MWCU5322807,overtime 150%,Brine,15:41:00.000000000,5.57,Full OSS,58.125,323.75625
2025-04-19,EUSKADI ALAI,17:20:00.000000000,MSFU0000332,overtime 200%,Dry,17:45:00.000000000,5.95,Full OSS,107.5,639.625
2025-04-19,ITSAS TXORI,08:21:00.000000000,SUDU6213698,overtime 150%,Brine,09:25:00.000000000,26.9,Basic OSS,38.25,1028.925
2025-04-19,ITSAS TXORI,09:02:00.000000000,MNBU4567969,overtime 150%,Brine,13:36:00.000000000,20.53,Basic OSS,38.25,785.2725
2025-04-19,ITSAS TXORI,09:13:00.000000000,MNBU3704080,overtime 150%,Brine,10:16:00.000000000,26.84,Basic OSS,38.25,1026.6299999999999
2025-04-19,ITSAS TXORI,09:46:00.000000000,SUDU6256391,overtime 150%,Brine,10:47:00.000000000,27.02,Basic OSS,38.25,1033.5149999999999
2025-04-19,ITSAS TXORI,09:50:00.000000000,MNBU3495761,overtime 150%,Brine,14:19:00.000000000,27.14,Basic OSS,38.25,1038.105
