date,container_number,invoice_to,service_remarks,price
03/01/2024,SUDU6106112,ECHEBASTAR,Unstuffed at CCCS,30
03/01/2024,TTNU8054125,IOT,Clean,30
04/01/2024,MMAU1082543,MAERSKLINE,Clean,30
04/01/2024,MMAU1128460,MAERSKLINE,Clean,30
04/01/2024,MNBU3645352,MAERSKLINE,Clean,30
04/01/2024,MNBU3656948,MAERSKLINE,Clean,30
04/01/2024,MNBU4208001,MAERSKLINE,Added based on Unwashed List Report,30
04/01/2024,SUDU6078561,MAERSKLINE,Clean,30
04/01/2024,SUDU8016682,MAERSKLINE,Cross Stuffed,30
04/01/2024,TRIU8033045,IOT,Clean,30
04/01/2024,TRIU8068294,IOT,Clean,30
04/01/2024,TTNU8204420,IOT,Clean,30
04/01/2024,TTNU8204441,IOT,Clean,30
05/01/2024,MMAU1165376,MAERSKLINE,Added based on Unwashed List Report,30
05/01/2024,MMAU1188052,MAERSKLINE,Clean,30
05/01/2024,MNBU0551624,MAERSKLINE,Clean,30
05/01/2024,MNBU0642642,MAERSKLINE,Clean,30
05/01/2024,MNBU4292970,MAERSKLINE,Clean,30
05/01/2024,MWCU5313106,MAERSKLINE,Clean,30
05/01/2024,MWCU6965182,MAERSKLINE,Added based on Unwashed List Report,30
05/01/2024,SUDU6082828,MAERSKLINE,Added based on Unwashed List Report,30
05/01/2024,SUDU8169064,MAERSKLINE,Clean,30
05/01/2024,TEMU9756191,MAERSKLINE,Clean,30
06/01/2024,MMAU1389972,MAERSKLINE,Clean,30
06/01/2024,MNBU3591868,SAPMER,Unstuffed at CCCS,30
06/01/2024,MNBU4051951,SAPMER,Unstuffed at CCCS,30
06/01/2024,MNBU4201413,MAERSKLINE,Clean,30
06/01/2024,SUDU8164041,SAPMER,Unstuffed at CCCS,30
06/01/2024,SUDU8165310,SAPMER,Unstuffed at CCCS,30
06/01/2024,SUDU9312035,MAERSKLINE,Clean,30
07/01/2024,MMAU1062892,MAERSKLINE,Added based on Unwashed List Report,30
07/01/2024,MNBU0438053,MAERSKLINE,Clean,30
07/01/2024,MNBU3028155,MAERSKLINE,Clean,30
07/01/2024,MNBU3239461,MAERSKLINE,Clean,30
07/01/2024,MNBU3493265,MAERSKLINE,Clean,30
07/01/2024,MNBU3770544,MAERSKLINE,Clean,30
07/01/2024,MNBU4127260,MAERSKLINE,Clean,30
07/01/2024,MNBU4224168,MAERSKLINE,Clean,30
07/01/2024,MNBU9008515,MAERSKLINE,Clean,30
07/01/2024,MNBU9034181,MAERSKLINE,Clean,30
07/01/2024,MWCU5279402,MAERSKLINE,Clean,30
07/01/2024,SUDU6105369,MAERSKLINE,Clean,30
07/01/2024,SUDU6226273,MAERSKLINE,Clean,30
07/01/2024,TLLU1214908,MAERSKLINE,Clean / Record was deleted and re-added on 12/02,30
07/01/2024,TLLU1215479,MAERSKLINE,Clean,30
08/01/2024,TLLU1214908,ECHEBASTAR,Clean / No visual on the record,30
08/01/2024,TTNU8031834,IOT,Added based on Unwashed List Report,30
08/01/2024,TTNU8203430,IOT,Not invoiced to client,30
09/01/2024,MMAU1044008,MAERSKLINE,Added based on Unwashed List Report,30
09/01/2024,MNBU0137018,MAERSKLINE,Clean,30
09/01/2024,MNBU0424110,MAERSKLINE,Clean,30
09/01/2024,MNBU3764069,MAERSKLINE,Clean,30
09/01/2024,MNBU9084346,MAERSKLINE,Clean,30
09/01/2024,SUDU6175978,MAERSKLINE,Clean,30
09/01/2024,SUDU6272561,MAERSKLINE,Clean,30
09/01/2024,TCLU1265342,IOT,Unstuffed at CCCS,30
09/01/2024,TRIU8030806,IOT,Clean,30
09/01/2024,TTNU8057021,IOT,Unstuffed at CCCS,30
10/01/2024,MMAU1062948,MAERSKLINE,Added based on Unwashed List Report,30
10/01/2024,MMAU1173469,MAERSKLINE,Clean,30
10/01/2024,MMAU1345742,MAERSKLINE,Clean,30
10/01/2024,MNBU0635514,MAERSKLINE,Clean,30
10/01/2024,MNBU3516910,MAERSKLINE,Clean,30
10/01/2024,MNBU3882816,MAERSKLINE,Clean,30
10/01/2024,MNBU4127194,MAERSKLINE,Clean,30
10/01/2024,SUDU6134984,MAERSKLINE,Added based on Unwashed List Report,30
10/01/2024,SUDU6141725,MAERSKLINE,Clean,30
10/01/2024,SUDU6178410,MAERSKLINE,Clean,30
10/01/2024,SUDU8132379,MAERSKLINE,Clean,30
10/01/2024,SUDU8242885,MAERSKLINE,Clean,30
10/01/2024,TTNU8203260,IOT,Clean,30
10/01/2024,TTNU8203445,IOT,Clean,30
10/01/2024,TTNU8203677,IOT,Clean,30
10/01/2024,TTNU8204061,IOT,Clean,30
10/01/2024,TTNU8204478,IOT,Clean,30
11/01/2024,MMAU1343713,MAERSKLINE,Clean,30
11/01/2024,MNBU0342199,MAERSKLINE,Clean,30
11/01/2024,MNBU0485440,MAERSKLINE,Clean,30
11/01/2024,MNBU3007912,MAERSKLINE,Clean,30
11/01/2024,MNBU3099539,MAERSKLINE,Clean,30
11/01/2024,MNBU3249855,MAERSKLINE,Clean,30
11/01/2024,MNBU3667011,MAERSKLINE,Clean,30
11/01/2024,MNBU3730449,MAERSKLINE,Clean,30
11/01/2024,MNBU3809076,MAERSKLINE,Clean,30
11/01/2024,MNBU4393379,MAERSKLINE,Clean,30
11/01/2024,MWCU6949453,MAERSKLINE,Added based on Unwashed List Report,30
11/01/2024,SUDU6064737,MAERSKLINE,Clean,30
12/01/2024,MMAU1106054,MAERSKLINE,Clean,30
12/01/2024,MMAU1139401,MAERSKLINE,Clean,30
12/01/2024,MMAU1441664,MAERSKLINE,Clean,30
12/01/2024,MNBU0182700,MAERSKLINE,Added based on Unwashed List Report,30
12/01/2024,MNBU0264922,MAERSKLINE,Clean,30
12/01/2024,MNBU0399126,MAERSKLINE,Clean,30
12/01/2024,MNBU3434004,MAERSKLINE,Clean,30
12/01/2024,MNBU3469839,MAERSKLINE,Clean,30
12/01/2024,MWCU5252931,MAERSKLINE,Clean,30
12/01/2024,SUDU6049692,MAERSKLINE,Added based on Unwashed List Report,30
13/01/2024,MMAU1091695,INVALID,"Extremely dirty,to be rewash ",0
13/01/2024,MMAU1242364,MAERSKLINE,Clean,30
13/01/2024,MNBU0049724,MAERSKLINE,Clean,30
13/01/2024,MNBU0403587,MAERSKLINE,Clean,30
13/01/2024,MNBU0421873,MAERSKLINE,Clean,30
13/01/2024,MNBU3005381,MAERSKLINE,Clean,30
13/01/2024,MNBU3363657,MAERSKLINE,Clean,30
13/01/2024,MNBU3712110,MAERSKLINE,Clean,30
13/01/2024,MNBU3907494,MAERSKLINE,Clean,30
13/01/2024,MNBU4178524,MAERSKLINE,Clean,30
13/01/2024,SUDU6045228,MAERSKLINE,Clean,30
13/01/2024,SUDU8142628,MAERSKLINE,Clean,30
13/01/2024,SUDU8180206,MAERSKLINE,Clean,30
13/01/2024,TLLU1166040,MAERSKLINE,Clean,30
13/01/2024,TLLU1173497,MAERSKLINE,Clean,30
14/01/2024,MMAU1045719,MAERSKLINE,Clean,30
14/01/2024,MNBU0107179,MAERSKLINE,Clean,30
14/01/2024,MNBU3107660,MAERSKLINE,Added based on Unwashed List Report,30
14/01/2024,MNBU3123091,MAERSKLINE,Added based on Unwashed List Report,30
14/01/2024,MNBU3323720,MAERSKLINE,Clean,30
14/01/2024,MNBU3717811,MAERSKLINE,Clean,30
14/01/2024,MNBU3826896,MAERSKLINE,Clean,30
14/01/2024,MNBU3830284,MAERSKLINE,Clean,30
14/01/2024,MNBU3961303,MAERSKLINE,Clean,30
14/01/2024,MNBU3979088,MAERSKLINE,Clean,30
14/01/2024,MNBU4090475,MAERSKLINE,Clean,30
14/01/2024,MNBU4203139,MAERSKLINE,Clean,30
14/01/2024,SUDU6183870,MAERSKLINE,Clean,30
15/01/2024,MMAU1275563,MAERSKLINE,Clean,30
15/01/2024,MNBU0327825,MAERSKLINE,Clean,30
15/01/2024,MNBU0584150,MAERSKLINE,Clean,30
15/01/2024,MNBU3212579,MAERSKLINE,Added based on Unwashed List Report,30
15/01/2024,MNBU3239409,MAERSKLINE,Clean,30
15/01/2024,MNBU3501838,MAERSKLINE,Clean,30
15/01/2024,MNBU3698373,MAERSKLINE,Clean,30
15/01/2024,MNBU3731342,MAERSKLINE,Clean,30
15/01/2024,MNBU4018362,MAERSKLINE,Added based on Unwashed List Report,30
15/01/2024,MSWU0043360,MAERSKLINE,Clean,30
15/01/2024,SUDU6228790,MAERSKLINE,Clean,30
15/01/2024,TLLU1198350,MAERSKLINE,Clean,30
16/01/2024,MMAU1013692,MAERSKLINE,Clean,30
16/01/2024,MMAU1024721,MAERSKLINE,Clean,30
16/01/2024,MMAU1057176,MAERSKLINE,Clean,30
16/01/2024,MMAU1091695,MAERSKLINE,Clean,30
16/01/2024,MMAU1098299,MAERSKLINE,Clean,30
16/01/2024,MMAU1100457,MAERSKLINE,Clean,30
16/01/2024,MMAU1186110,MAERSKLINE,Clean,30
16/01/2024,MMAU1186846,MAERSKLINE,Clean,30
16/01/2024,MNBU0086395,MAERSKLINE,Clean,30
16/01/2024,MNBU0240073,MAERSKLINE,Clean,30
16/01/2024,MNBU0302405,MAERSKLINE,Clean,30
16/01/2024,MNBU0412629,MAERSKLINE,Clean,30
16/01/2024,MNBU0580366,MAERSKLINE,Clean,30
16/01/2024,MNBU3121479,MAERSKLINE,Clean,30
16/01/2024,MNBU3132560,MAERSKLINE,Clean,30
16/01/2024,MNBU3400344,MAERSKLINE,Clean,30
16/01/2024,MNBU3618465,MAERSKLINE,Clean,30
16/01/2024,MNBU3619501,MAERSKLINE,Clean,30
16/01/2024,MNBU3667665,MAERSKLINE,Clean,30
16/01/2024,MNBU3670191,MAERSKLINE,Clean,30
16/01/2024,MNBU3816434,MAERSKLINE,Clean,30
16/01/2024,MNBU3841355,MAERSKLINE,Clean,30
16/01/2024,MNBU4086881,MAERSKLINE,Clean,30
16/01/2024,MNBU4210740,MAERSKLINE,Clean,30
16/01/2024,MNBU4344728,MAERSKLINE,Clean,30
16/01/2024,MNBU9002266,MAERSKLINE,Clean,30
16/01/2024,MNBU9055836,MAERSKLINE,Clean,30
16/01/2024,MNBU9092608,MAERSKLINE,Clean,30
16/01/2024,MWCU5323070,MAERSKLINE,Clean,30
16/01/2024,MWCU5339517,MAERSKLINE,Clean,30
16/01/2024,SUDU8132168,MAERSKLINE,Clean,30
17/01/2024,MNBU3326720,MAERSKLINE,Clean,30
17/01/2024,MNBU9026099,MAERSKLINE,Added based on Unwashed List Report,30
18/01/2024,MMAU1088114,MAERSKLINE,Clean,30
18/01/2024,MMAU1111940,INVALID,"Extremely dirty,to be rewash",0
18/01/2024,MMAU1235344,MAERSKLINE,Added based on Unwashed List Report,30
18/01/2024,MNBU0023680,MAERSKLINE,Clean,30
18/01/2024,MNBU0076205,MAERSKLINE,Clean,30
18/01/2024,MNBU0179203,MAERSKLINE,Clean,30
18/01/2024,MNBU3035112,MAERSKLINE,Clean,30
18/01/2024,MNBU3097855,INVALID,"Extremely dirty,to be rewash",0
18/01/2024,MNBU3180764,MAERSKLINE,Clean,30
18/01/2024,MNBU3603510,MAERSKLINE,Clean,30
18/01/2024,SUDU9200992,MAERSKLINE,Clean,30
18/01/2024,SUDU9314146,MAERSKLINE,Clean,30
20/01/2024,MMAU1111940,MAERSKLINE,Clean,30
20/01/2024,MNBU0036630,MAERSKLINE,Clean,30
20/01/2024,MNBU0052060,MAERSKLINE,Clean,30
20/01/2024,MNBU0242409,MAERSKLINE,Clean,30
20/01/2024,MNBU0531382,MAERSKLINE,Clean,30
20/01/2024,MNBU3097855,MAERSKLINE,Clean,30
20/01/2024,MNBU3259874,MAERSKLINE,Clean,30
20/01/2024,MNBU3937539,MAERSKLINE,Clean,30
20/01/2024,MNBU3997749,MAERSKLINE,Clean,30
20/01/2024,MNBU4157840,MAERSKLINE,Clean,30
20/01/2024,MNBU4299146,MAERSKLINE,Clean,30
20/01/2024,SUDU8009111,MAERSKLINE,Clean,30
20/01/2024,TLLU1197328,MAERSKLINE,Clean,30
21/01/2024,SUDU5237611,MAERSKLINE,Clean,30
21/01/2024,SUDU5282077,MAERSKLINE,Clean,30
21/01/2024,SUDU8065157,MAERSKLINE,Clean,30
21/01/2024,SUDU8073131,MAERSKLINE,Clean,30
21/01/2024,SUDU8074523,MAERSKLINE,Clean,30
22/01/2024,MCAU6034147,MAERSKLINE,Added based on Unwashed List Report,30
22/01/2024,MNBU0244839,MAERSKLINE,Added based on Unwashed List Report,30
22/01/2024,MNBU0301564,MAERSKLINE,Added based on Unwashed List Report,30
22/01/2024,MNBU0391911,INPESCA,Unstuffing Txori Gorri,30
22/01/2024,MNBU3556888,MAERSKLINE,Added based on Unwashed List Report,30
22/01/2024,MNBU9098885,MAERSKLINE,Added based on Unwashed List Report,30
22/01/2024,MNBU9161400,MAERSKLINE,Added based on Unwashed List Report,30
22/01/2024,SUDU5260490,MAERSKLINE,Added based on Unwashed List Report,30
22/01/2024,TRIU8897567,IOT,Clean,30
22/01/2024,TRIU8898310,IOT,"Fungus, need rewash",30
22/01/2024,TTNU8204478,IOT,Clean,30
23/01/2024,MNBU0095313,MAERSKLINE,Clean,30
23/01/2024,MNBU0387362,MAERSKLINE,Clean,30
23/01/2024,MNBU3104614,MAERSKLINE,Clean,30
23/01/2024,MNBU3332208,MAERSKLINE,Clean,30
23/01/2024,MNBU3361320,MAERSKLINE,Clean,30
23/01/2024,MNBU3950187,MAERSKLINE,Clean,30
23/01/2024,SUDU6009977,MAERSKLINE,Clean,30
23/01/2024,SUDU6133463,MAERSKLINE,Clean,30
23/01/2024,SUDU6255918,MAERSKLINE,Clean,30
23/01/2024,SUDU8066220,MAERSKLINE,Clean,30
23/01/2024,SUDU8202373,MAERSKLINE,Clean,30
23/01/2024,TCLU1265804,IOT,Clean,30
23/01/2024,TTNU8203358,IOT,Clean,30
23/01/2024,TTNU8204903,IOT,Clean,30
24/01/2024,MNBU3072245,MAERSKLINE,Clean,30
24/01/2024,MNBU3121231,MAERSKLINE,Clean,30
24/01/2024,MNBU3408860,MAERSKLINE,Clean,30
24/01/2024,MNBU3501951,MAERSKLINE,Clean,30
24/01/2024,MNBU3860972,MAERSKLINE,Clean,30
24/01/2024,MNBU4164198,MAERSKLINE,Clean,30
24/01/2024,MNBU9049875,MAERSKLINE,Clean,30
24/01/2024,MNBU9052420,MAERSKLINE,Clean,30
24/01/2024,MWCU5311166,MAERSKLINE,Clean,30
24/01/2024,SUDU6040397,MAERSKLINE,Clean,30
24/01/2024,SUDU6163489,MAERSKLINE,Clean,30
24/01/2024,TEMU9752621,MAERSKLINE,Rodent droppings + chemical used,30
24/01/2024,TTNU8056832,IOT,Clean,30
24/01/2024,TTNU8203105,IOT,"Maggot infestation, hence chemical must be used if necessary",30
25/01/2024,TCLU1222417,IOT,Maggots infestation. 2nd washing needed.,30
25/01/2024,TEMU9752621,MAERSKLINE,Second wash due to rodent droppings. Chemical was used. CLEAN,30
25/01/2024,TTNU8203105,IOT,Second wash due to maggots. Chemical NOT used. CLEAN,30
25/01/2024,TTNU8203738,IOT,Maggots infestation. 2nd washing needed.,30
26/01/2024,MNBU3961303,ECHEBASTAR,Cross Stuffed - Izaro,30
26/01/2024,TCLU1222417,IOT,Second wash to remove maggots. Clean,30
26/01/2024,TTNU8203738,IOT,Second wash to remove maggots. Need 3rd wash.,30
28/01/2024,TTNU8203738,IOT,3rd wash,30
30/01/2024,MMAU1043640,MAERSKLINE,Clean,30
30/01/2024,MNBU0241038,MAERSKLINE,Clean,30
30/01/2024,MNBU0322187,MAERSKLINE,Clean,30
30/01/2024,MNBU0358220,MAERSKLINE,Clean,30
30/01/2024,MNBU3146409,MAERSKLINE,Clean,30
30/01/2024,MNBU3351620,MAERSKLINE,Clean,30
30/01/2024,MNBU3548774,MAERSKLINE,Clean,30
30/01/2024,MNBU3794058,MAERSKLINE,Clean,30
30/01/2024,MNBU4045265,MAERSKLINE,Clean,30
30/01/2024,MNBU4084575,MAERSKLINE,Clean,30
30/01/2024,MNBU4200166,MAERSKLINE,Clean,30
30/01/2024,SUDU6279627,MAERSKLINE,Clean,30
30/01/2024,SUDU8001569,MAERSKLINE,Clean,30
30/01/2024,SUDU8096060,MAERSKLINE,Clean,30
30/01/2024,SUDU8147276,MAERSKLINE,Clean,30
31/01/2024,TTNU8203738,IOT,Clean,30
02/02/2024,MNBU0061503,MAERSKLINE,Clean,30
02/02/2024,MNBU0077259,MAERSKLINE,Clean,30
02/02/2024,MNBU0090688,MAERSKLINE,Clean,30
02/02/2024,MNBU0114080,MAERSKLINE,Clean,30
02/02/2024,MNBU0645301,MAERSKLINE,Clean,30
02/02/2024,MNBU3321625,MAERSKLINE,Clean,30
02/02/2024,MNBU3342680,MAERSKLINE,Interior Damage.,30
02/02/2024,MNBU3917851,MAERSKLINE,Clean,30
02/02/2024,MNBU3923999,MAERSKLINE,Clean,30
02/02/2024,MNBU4074495,MAERSKLINE,Clean,30
02/02/2024,MNBU4101224,MAERSKLINE,Clean,30
02/02/2024,MSFU0000203,MAERSKLINE,Clean,30
02/02/2024,SUDU8092677,MAERSKLINE,Clean,30
02/02/2024,TLLU1195500,MAERSKLINE,Clean,30
04/02/2024,MNBU0149322,MAERSKLINE,Clean,30
04/02/2024,MNBU0657750,MAERSKLINE,Clean,30
04/02/2024,MNBU3091369,MAERSKLINE,Clean,30
04/02/2024,MNBU3202204,MAERSKLINE,Clean,30
04/02/2024,MNBU3284584,MAERSKLINE,Clean,30
04/02/2024,MNBU3424330,MAERSKLINE,Clean,30
04/02/2024,MNBU3603845,MAERSKLINE,Clean,30
04/02/2024,MNBU3665940,MAERSKLINE,Clean,30
04/02/2024,MNBU3844800,MAERSKLINE,Clean,30
04/02/2024,MNBU4294951,MAERSKLINE,Clean,30
04/02/2024,MNBU4361638,MAERSKLINE,Clean,30
04/02/2024,MNBU9003730,MAERSKLINE,Clean,30
04/02/2024,MWCU5303324,MAERSKLINE,Clean,30
04/02/2024,SUDU6105780,MAERSKLINE,Clean,30
04/02/2024,SUDU6271740,MAERSKLINE,Clean,30
07/02/2024,TCLU1215531,IOT,Clean,30
07/02/2024,TCLU1223305,IOT,Clean,30
07/02/2024,TCLU1263735,IOT,Clean,30
07/02/2024,TRIU8898265,IOT,Clean,30
07/02/2024,TTNU8016059,IOT,Clean,30
07/02/2024,TTNU8034849,IOT,Clean,30
07/02/2024,TTNU8203105,IOT,Clean,30
07/02/2024,TTNU8204903,IOT,Clean,30
08/02/2024,MMAU1012314,MAERSKLINE,Clean,30
08/02/2024,MMAU1061710,MAERSKLINE,Clean,30
08/02/2024,MNBU0402744,MAERSKLINE,Clean,30
08/02/2024,MNBU0428538,MAERSKLINE,Clean,30
08/02/2024,MNBU0607765,MAERSKLINE,Clean,30
08/02/2024,MNBU3184348,INVALID,Clean,0
08/02/2024,MNBU3300108,MAERSKLINE,Clean,30
08/02/2024,MNBU3301001,MAERSKLINE,Clean,30
08/02/2024,MNBU3713626,MAERSKLINE,Clean,30
08/02/2024,MNBU9044636,MAERSKLINE,Clean,30
08/02/2024,MNBU9126441,MAERSKLINE,Clean,30
08/02/2024,MSWU0104932,INVALID,Clean,0
08/02/2024,SZLU5005564,INVALID,Clean,0
08/02/2024,TCLU1265804,IOT,Unstuffed at CCCS,30
08/02/2024,TRIU8897567,IOT,Unstuffed at CCCS,30
08/02/2024,TRIU8898310,IOT,Unstuffed at CCCS,30
08/02/2024,TTNU8056832,IOT,Unstuffed at CCCS,30
08/02/2024,TTNU8203358,IOT,Unstuffed at CCCS,30
08/02/2024,TTNU8204478,IOT,Unstuffed at CCCS,30
10/02/2024,MNBU0666310,MAERSKLINE,Clean,30
10/02/2024,MNBU3184348,MAERSKLINE,Clean,30
10/02/2024,MNBU3441615,MAERSKLINE,Clean,30
10/02/2024,MNBU3622486,MAERSKLINE,Clean,30
10/02/2024,MNBU3692924,MAERSKLINE,Clean,30
10/02/2024,MNBU3888943,MAERSKLINE,Clean,30
10/02/2024,MNBU9044636,MAERSKLINE,Duplication invoiced to client,30
10/02/2024,MSWU0104932,MAERSKLINE,Clean,30
10/02/2024,SUDU6299480,MAERSKLINE,Clean,30
10/02/2024,SZLU5005564,MAERSKLINE,Clean,30
10/02/2024,TEMU9256302,MAERSKLINE,Clean,30
11/02/2024,MNBU3731759,MAERSKLINE,Clean,30
11/02/2024,MNBU4041104,MAERSKLINE,Clean,30
11/02/2024,MNBU9047933,MAERSKLINE,Clean,30
11/02/2024,SUDU6170786,MAERSKLINE,Clean,30
11/02/2024,SUDU8124244,MAERSKLINE,Clean,30
13/02/2024,MNBU0033754,MAERSKLINE,Clean,30
13/02/2024,MNBU0532795,MAERSKLINE,Clean,30
13/02/2024,MNBU3744252,MAERSKLINE,Clean,30
13/02/2024,SUDU6043879,MAERSKLINE,Clean,30
13/02/2024,SUDU6046137,MAERSKLINE,Clean,30
13/02/2024,SUDU8063690,MAERSKLINE,Clean,30
14/02/2024,MMAU1185285,MAERSKLINE,Clean,30
14/02/2024,MNBU0057545,MAERSKLINE,Clean,30
14/02/2024,MNBU0268147,MAERSKLINE,Clean,30
14/02/2024,MNBU0626030,MAERSKLINE,Clean,30
14/02/2024,MNBU3195321,MAERSKLINE,Clean,30
14/02/2024,MNBU4069586,MAERSKLINE,Clean,30
14/02/2024,SUDU5238428,MAERSKLINE,Clean,30
14/02/2024,SUDU6031944,MAERSKLINE,Clean,30
14/02/2024,SUDU8165201,MAERSKLINE,Clean,30
15/02/2024,MNBU0316796,MAERSKLINE,Clean,30
15/02/2024,MNBU0431552,MAERSKLINE,Clean,30
15/02/2024,MNBU3011208,MAERSKLINE,Clean,30
15/02/2024,MNBU3445009,MAERSKLINE,Clean,30
15/02/2024,MNBU4152411,MAERSKLINE,Clean,30
15/02/2024,MNBU4255317,MAERSKLINE,Clean,30
15/02/2024,SUDU6154430,MAERSKLINE,Clean,30
15/02/2024,TTNU8757299,MAERSKLINE,Clean,30
17/02/2024,MCAU6073101,MAERSKLINE,Clean,30
17/02/2024,MMAU1298825,MAERSKLINE,Clean,30
17/02/2024,MNBU0044825,MAERSKLINE,Clean,30
17/02/2024,MNBU3140308,MAERSKLINE,Clean,30
17/02/2024,MNBU3568132,MAERSKLINE,Clean,30
17/02/2024,SUDU8239310,MAERSKLINE,Clean,30
18/02/2024,MMAU1437216,MAERSKLINE,Clean,30
18/02/2024,MNBU0391911,MAERSKLINE,Clean,30
18/02/2024,MNBU3098574,MAERSKLINE,Clean,30
18/02/2024,MNBU3339352,MAERSKLINE,Clean,30
18/02/2024,MNBU3499793,MAERSKLINE,Clean,30
18/02/2024,MNBU3686069,MAERSKLINE,Clean,30
18/02/2024,MNBU3838984,MAERSKLINE,Clean,30
18/02/2024,MNBU4019712,MAERSKLINE,Clean,30
18/02/2024,MNBU4157120,MAERSKLINE,Clean,30
18/02/2024,MNBU4282333,MAERSKLINE,Clean,30
18/02/2024,MNBU9003730,INVALID,Clean,0
18/02/2024,SUDU6047220,MAERSKLINE,Clean,30
18/02/2024,TCLU1222417,IOT,Clean,30
18/02/2024,TLLU1200859,MAERSKLINE,Clean,30
19/02/2024,SUDU6133294,MAERSKLINE,Repaired by HD. Clean,30
19/02/2024,TCLU1216780,IOT,Clean,30
19/02/2024,TCLU1227912,IOT,Clean,30
19/02/2024,TRIU8030072,IOT,Clean,30
19/02/2024,TRIU8864476,IOT,Clean,30
19/02/2024,TTNU8034108,IOT,Clean,30
19/02/2024,TTNU8192042,IOT,Clean,30
19/02/2024,TTNU8193049,IOT,Clean,30
19/02/2024,TTNU8193347,IOT,Clean,30
19/02/2024,TTNU8194786,IOT,Clean,30
19/02/2024,TTNU8203363,IOT,Clean,30
19/02/2024,TTNU8204014,IOT,Clean,30
19/02/2024,TTNU8204924,IOT,Clean,30
19/02/2024,TTNU8338522,IOT,Clean,30
21/02/2024,TCLU1221914,IOT,Clean,30
21/02/2024,TRIU8068294,IOT,Clean,30
21/02/2024,TTNU8034880,IOT,Clean,30
21/02/2024,TTNU8054125,IOT,Clean,30
21/02/2024,TTNU8058692,IOT,Clean,30
21/02/2024,TTNU8193049,IOT,Clean,30
21/02/2024,TTNU8203260,IOT,Clean,30
21/02/2024,TTNU8203403,IOT,Clean,30
21/02/2024,TTNU8204014,IOT,Clean,30
21/02/2024,TTNU8204225,IOT,Clean,30
21/02/2024,TTNU8204610,IOT,Clean,30
21/02/2024,TTNU8204966,IOT,Clean,30
23/02/2024,MNBU0205133,MAERSKLINE,Clean,30
23/02/2024,SUDU5228707,MAERSKLINE,Clean,30
23/02/2024,SUDU5276578,MAERSKLINE,Clean,30
23/02/2024,SUDU6013848,MAERSKLINE,Clean,30
23/02/2024,SUDU6133294,INVALID,Clean,0
23/02/2024,SUDU6296218,MAERSKLINE,Clean,30
26/02/2024,DAYU6718420,MAERSKLINE,Clean,30
26/02/2024,MMAU1266047,MAERSKLINE,Clean,30
26/02/2024,MMAU1269600,MAERSKLINE,Clean,30
26/02/2024,MNBU0287661,MAERSKLINE,Clean,30
26/02/2024,MNBU0306057,MAERSKLINE,Clean,30
26/02/2024,MNBU0597409,MAERSKLINE,Clean,30
26/02/2024,MNBU3441976,MAERSKLINE,Clean,30
26/02/2024,MNBU3598760,MAERSKLINE,Clean,30
26/02/2024,MNBU3609334,MAERSKLINE,Clean,30
26/02/2024,MNBU3814180,MAERSKLINE,Clean,30
26/02/2024,MNBU4376915,MAERSKLINE,Clean,30
26/02/2024,MNBU4383874,MAERSKLINE,Clean,30
26/02/2024,MNBU9046691,MAERSKLINE,Clean,30
26/02/2024,MSFU8627967,MAERSKLINE,Clean,30
26/02/2024,MWCU5204342,MAERSKLINE,Clean,30
26/02/2024,SEGU9483790,CMA CGM,Clean,30
26/02/2024,TLLU1200083,MAERSKLINE,Clean,30
27/02/2024,MMAU1113074,MAERSKLINE,Clean,30
27/02/2024,MNBU0021990,MAERSKLINE,Clean,30
27/02/2024,MNBU0350810,MAERSKLINE,Clean,30
27/02/2024,MNBU0546968,MAERSKLINE,Clean,30
27/02/2024,MNBU0638940,MAERSKLINE,Clean,30
27/02/2024,MNBU3237387,MAERSKLINE,Clean,30
27/02/2024,MNBU3301423,MAERSKLINE,Clean,30
27/02/2024,MNBU3586922,MAERSKLINE,Clean,30
27/02/2024,MNBU3837904,MAERSKLINE,Clean,30
27/02/2024,MNBU4077452,MAERSKLINE,Clean,30
27/02/2024,MNBU4151122,MAERSKLINE,Clean,30
27/02/2024,MNBU9046691,INVALID,Clean,0
27/02/2024,MWCU5261846,MAERSKLINE,Clean,30
27/02/2024,SUDU6239877,MAERSKLINE,Clean,30
27/02/2024,SUDU6244873,MAERSKLINE,Clean,30
29/02/2024,MNBU0144980,MAERSKLINE,Clean,30
29/02/2024,MNBU0332462,MAERSKLINE,Clean,30
29/02/2024,MNBU0479221,MAERSKLINE,Clean,30
29/02/2024,MNBU0558439,MAERSKLINE,Clean,30
29/02/2024,MNBU0636573,MAERSKLINE,Clean,30
29/02/2024,MNBU3000501,MAERSKLINE,Clean,30
29/02/2024,MNBU3155967,MAERSKLINE,Clean,30
29/02/2024,MNBU4222376,MAERSKLINE,Clean,30
29/02/2024,MNBU4250526,MAERSKLINE,Clean,30
29/02/2024,SUDU5291248,MAERSKLINE,Clean,30
29/02/2024,SUDU8098401,MAERSKLINE,Clean,30
29/02/2024,TLLU1171365,MAERSKLINE,Clean,30
02/03/2024,MMAU1204364,MAERSKLINE,Clean,30
02/03/2024,MNBU0138380,MAERSKLINE,Clean,30
02/03/2024,MNBU0280604,MAERSKLINE,Clean,30
02/03/2024,MNBU4238259,MAERSKLINE,Clean,30
02/03/2024,MSFU8626810,MAERSKLINE,Clean,30
02/03/2024,MSFU8626929,MAERSKLINE,Clean,30
