date,container_number,shipping_line,assigned_to,remarks,pallet_price,liner_price
2024-07-19,SZLU9500118,CMA CGM,ARTZA,Liner & Pallet,80.0,15.0
2024-07-19,CGMU5193311,CMA CGM,ARTZA,Liner & Pallet,80.0,15.0
2024-07-19,CGMU5309021,CMA CGM,ARTZA,Liner & Pallet,80.0,15.0
2024-07-19,CGMU5601898,CMA CGM,ARTZA,Liner & Pallet,80.0,15.0
2024-07-19,CGMU9376049,CMA CGM,ARTZA,Liner & Pallet,80.0,15.0
2024-07-19,CGMU5453300,CMA CGM,ARTZA,Liner & Pallet,80.0,15.0
2024-07-19,CGMU5532061,CMA CGM,PLAYA DE RIS,Liner & Pallet,80.0,15.0
2024-07-19,BMOU9707151,CMA CGM,PLAYA DE RIS,Liner & Pallet,80.0,15.0
2024-07-19,CGMU5320400,CMA CGM,PLAYA DE RIS,Liner & Pallet,80.0,15.0
2024-07-19,TLLU1056417,CMA CGM,PLAYA DE RIS,Liner & Pallet,80.0,15.0
2024-07-20,TXGU9000653,CMA CGM,ARTZA,Liner & Pallet,80.0,15.0
2024-07-20,TEMU9876197,CMA CGM,ARTZA,Liner & Pallet,80.0,15.0
2024-07-20,SEGU9157638,CMA CGM,ARTZA,Liner & Pallet,80.0,15.0
2024-07-20,CGMU9305528,CMA CGM,ARTZA,Liner & Pallet,80.0,15.0
2024-07-20,CGMU5354252,CMA CGM,ARTZA,Liner & Pallet,80.0,15.0
2024-07-20,GESU9552690,CMA CGM,ARTZA,Liner & Pallet,80.0,15.0
2024-07-20,SEKU9060529,CMA CGM,ARTZA,Liner & Pallet,80.0,15.0
2024-07-20,TTNU8327111,CMA CGM,ARTZA,Liner & Pallet,80.0,15.0
2024-07-20,CGMU5264246,CMA CGM,ARTZA,Liner & Pallet,80.0,15.0
2024-07-20,AMCU9376692,CMA CGM,ARTZA,Liner & Pallet,80.0,15.0
2024-07-20,TEMU9362937,CMA CGM,ARTZA,Liner & Pallet,80.0,15.0
2024-07-20,CGMU5355433,CMA CGM,ARTZA,Liner & Pallet,80.0,15.0
2024-07-20,SEGU9157793,CMA CGM,ARTZA,Liner & Pallet,80.0,15.0
2024-07-20,TTNU8224833,CMA CGM,ARTZA,Liner & Pallet,80.0,15.0
2024-07-21,CGMU6504721,CMA CGM,ARTZA,Liner & Pallet,80.0,15.0
2024-07-21,FBIU5084189,CMA CGM,ARTZA,Liner & Pallet,80.0,15.0
2024-07-21,TCLU1246152,CMA CGM,ARTZA,Liner & Pallet,80.0,15.0
2024-07-22,CGMU5177162,CMA CGM,ARTZA,Liner & Pallet,80.0,15.0
2024-07-22,TEMU9371899,CMA CGM,ARTZA,Liner & Pallet,80.0,15.0
2024-07-22,TRIU8078651,CMA CGM,ARTZA,Liner & Pallet,80.0,15.0
2024-07-22,SZLU9626235,CMA CGM,ARTZA,Liner & Pallet,80.0,15.0
2024-07-22,CGMU6523948,CMA CGM,ARTZA,Liner,0.0,15.0
2024-07-31,TTNU8202515,IOT,IZURDIA,Pallet,84.0,0.0
2024-07-31,TCLU1228570,IOT,IZURDIA,Pallet,84.0,0.0
2024-07-31,TTNU8336350,IOT,IZURDIA,Pallet,84.0,0.0
2024-08-01,TCLU1263735,IOT,IZURDIA,Pallet,84.0,0.0
2024-08-01,TTNU8203975,IOT,IZURDIA,Pallet,84.0,0.0
2024-08-01,TTNU8031834,IOT,IZURDIA,Pallet,84.0,0.0
2024-08-01,TTNU8056832,IOT,IZURDIA,Pallet,84.0,0.0
2024-08-01,TTNU8203403,IOT,IZURDIA,Pallet,84.0,0.0
2024-08-01,TTNU8202813,IOT,IZURDIA,Pallet,84.0,0.0
2024-08-01,TTNU8056787,IOT,IZURDIA,Pallet,84.0,0.0
2024-08-01,TCLU1221914,IOT,IZURDIA,Pallet,84.0,0.0
2024-08-01,TTNU8076079,IOT,IZURDIA,Pallet,84.0,0.0
2024-08-02,TTNU8194786,IOT,IZURDIA,Pallet,84.0,0.0
2024-08-02,TTNU8202963,IOT,IZURDIA,Pallet,84.0,0.0
2024-08-02,TTNU8338116,IOT,IZURDIA,Pallet,84.0,0.0
2024-08-02,TTNU8204170,IOT,IZURDIA,Pallet,84.0,0.0
2024-08-02,TTNU8204441,IOT,IZURDIA,Pallet,84.0,0.0
2024-08-02,TTNU8193347,IOT,IZURDIA,Pallet,84.0,0.0
2024-08-03,TRIU8068294,IOT,ATERPE ALAI,Pallet,84.0,0.0
2024-08-03,TCLU1218470,IOT,IZURDIA,Pallet,84.0,0.0
2024-08-03,TTNU8338522,IOT,IZURDIA,Pallet,84.0,0.0
2024-08-03,TRIU8880815,IOT,IZURDIA,Pallet,84.0,0.0
2024-08-03,TTNU8204288,IOT,IZURDIA,Pallet,84.0,0.0
2024-08-08,TRIU8898310,IOT,GALERNA TRES,Pallet,84.0,0.0
2024-08-08,TCLU1225308,IOT,GALERNA TRES,Pallet,84.0,0.0
2024-08-08,TTNU8203527,IOT,GALERNA TRES,Pallet,84.0,0.0
2024-08-08,TTNU8204014,IOT,GALERNA TRES,Pallet,84.0,0.0
2024-08-09,CAIU5696830,CMA CGM,ARTZA,Liner & Pallet,80.0,15.0
2024-08-09,CGMU6523948,CMA CGM,ARTZA,Liner & Pallet,80.0,15.0
2024-08-09,CGMU5253426,CMA CGM,ARTZA,Liner & Pallet,80.0,15.0
2024-08-09,CGMU9339240,CMA CGM,ARTZA,Liner & Pallet,80.0,15.0
2024-08-09,CGMU5609076,CMA CGM,ARTZA,Liner & Pallet,80.0,15.0
2024-08-09,TRIU8864286,CMA CGM,ARTZA,Liner & Pallet,80.0,15.0
2024-08-09,CGMU5606009,CMA CGM,ARTZA,Liner & Pallet,80.0,15.0
2024-08-09,CXRU1553285,CMA CGM,ARTZA,Liner & Pallet,80.0,15.0
2024-08-09,TTNU8204420,IOT,GALERNA TRES,Pallet,84.0,0.0
2024-08-09,TRIU8898265,IOT,GALERNA TRES,Pallet,84.0,0.0
2024-08-09,TTNU8058692,IOT,GALERNA TRES,Pallet,84.0,0.0
2024-08-09,TTNU8202813,IOT,GALERNA TRES,Pallet,84.0,0.0
2024-08-09,TTNU8203975,IOT,GALERNA TRES,Pallet,84.0,0.0
2024-08-09,TTNU8034108,IOT,GALERNA TRES,Pallet,84.0,0.0
2024-08-10,TTNU8203342,IOT,GALERNA TRES,Pallet,84.0,0.0
2024-08-10,TRIU8864476,IOT,GALERNA TRES,Pallet,84.0,0.0
2024-08-10,TTNU8204400,IOT,GALERNA TRES,Pallet,84.0,0.0
2024-08-10,TTNU8203363,IOT,GALERNA TRES,Pallet,84.0,0.0
2024-08-14,CGMU5360492,CMA CGM,PLAYA DE RIS,Liner & Pallet,80.0,15.0
2024-08-14,CGMU5289537,CMA CGM,PLAYA DE RIS,Liner & Pallet,80.0,15.0
2024-08-14,CAIU5540148,CMA CGM,PLAYA DE RIS,Liner & Pallet,80.0,15.0
2024-08-14,SEKU9287322,CMA CGM,PLAYA DE RIS,Liner & Pallet,80.0,15.0
2024-08-14,TRIU8509506,CMA CGM,PLAYA DE RIS,Liner & Pallet,80.0,15.0
2024-08-14,TTNU8682820,CMA CGM,PLAYA DE RIS,Liner & Pallet,80.0,15.0
2024-08-14,CGMU5335381,CMA CGM,PLAYA DE RIS,Liner & Pallet,80.0,15.0
2024-08-14,FBIU5217717,CMA CGM,PLAYA DE RIS,Liner & Pallet,80.0,15.0
2024-08-15,CGMU6521924,CMA CGM,PLAYA DE RIS,Liner & Pallet,80.0,15.0
2024-08-15,SEKU9134112,CMA CGM,PLAYA DE RIS,Liner & Pallet,80.0,15.0
2024-08-15,AMCU9326834,CMA CGM,PLAYA DE RIS,Liner & Pallet,80.0,15.0
2024-08-15,CGMU5315322,CMA CGM,PLAYA DE RIS,Liner & Pallet,80.0,15.0
2024-08-19,TTNU8203086,IOT,DOLOMIEU,Pallet,84.0,0.0
2024-08-19,TTNU8193347,IOT,DOLOMIEU,Pallet,84.0,0.0
2024-08-19,TCLU1221339,IOT,DOLOMIEU,Pallet,84.0,0.0
2024-08-19,TTNU8076079,IOT,DOLOMIEU,Pallet,84.0,0.0
2024-08-19,TTNU8204288,IOT,DOLOMIEU,Pallet,84.0,0.0
2024-08-19,TTNU8202963,IOT,DOLOMIEU,Pallet,84.0,0.0
2024-08-19,TTNU8204170,IOT,DOLOMIEU,Pallet,84.0,0.0
2024-08-19,TTNU8204441,IOT,DOLOMIEU,Pallet,84.0,0.0
2024-08-19,TTNU8203403,IOT,DOLOMIEU,Pallet,84.0,0.0
2024-08-19,TCLU1221914,IOT,DOLOMIEU,Pallet,84.0,0.0
2024-08-20,TRIU8030072,IOT,DOLOMIEU,Pallet,84.0,0.0
2024-08-20,TTNU8338522,IOT,DOLOMIEU,Pallet,84.0,0.0
2024-08-20,TCLU1216780,IOT,DOLOMIEU,Pallet,84.0,0.0
2024-08-20,TCLU1218470,IOT,DOLOMIEU,Pallet,84.0,0.0
2024-08-21,TTNU8203110,IOT,DOLOMIEU,Pallet,84.0,0.0
2024-08-21,TRIU8033045,IOT,DOLOMIEU,Pallet,84.0,0.0
2024-08-21,TTNU8071858,IOT,DOLOMIEU,Pallet,84.0,0.0
2024-08-21,TTNU8203960,IOT,DOLOMIEU,Pallet,84.0,0.0
2024-08-21,TTNU8203975,IOT,DOLOMIEU,Pallet,84.0,0.0
2024-08-21,TTNU8204400,IOT,DOLOMIEU,Pallet,84.0,0.0
2024-08-22,TTNU8034849,IOT,DOLOMIEU,Pallet,84.0,0.0
2024-08-22,TCLU1222417,IOT,DOLOMIEU,Pallet,84.0,0.0
2024-08-22,TTNU8056832,IOT,DOLOMIEU,Pallet,84.0,0.0
2024-08-23,TCLU1223305,IOT,CAP SAINT VINCENT,Pallet,84.0,0.0
2024-08-23,TTNU8338116,IOT,DOLOMIEU,Pallet,84.0,0.0
2024-08-23,TTNU8203614,IOT,CAP SAINT VINCENT,Pallet,84.0,0.0
2024-08-23,TTNU8203677,IOT,CAP SAINT VINCENT,Pallet,84.0,0.0
2024-08-23,TTNU8204225,IOT,CAP SAINT VINCENT,Pallet,84.0,0.0
2024-08-23,TTNU8204903,IOT,CAP SAINT VINCENT,Pallet,84.0,0.0
2024-08-24,TCLU1228570,IOT,CAP SAINT VINCENT,Pallet,84.0,0.0
2024-08-24,TCLU1263735,IOT,CAP SAINT VINCENT,Pallet,84.0,0.0
2024-08-24,TRIU8880815,IOT,CAP SAINT VINCENT,Pallet,84.0,0.0
2024-08-24,TRIU8881637,IOT,CAP SAINT VINCENT,Pallet,84.0,0.0
2024-08-24,TTNU8016059,IOT,CAP SAINT VINCENT,Pallet,84.0,0.0
2024-08-24,TTNU8031834,IOT,CAP SAINT VINCENT,Pallet,84.0,0.0
2024-08-24,TTNU8054125,IOT,CAP SAINT VINCENT,Pallet,84.0,0.0
2024-08-24,TTNU8056787,IOT,CAP SAINT VINCENT,Pallet,84.0,0.0
2024-08-24,TTNU8193049,IOT,CAP SAINT VINCENT,Pallet,84.0,0.0
2024-08-24,TTNU8194786,IOT,CAP SAINT VINCENT,Pallet,84.0,0.0
2024-08-24,TTNU8336350,IOT,CAP SAINT VINCENT,Pallet,84.0,0.0
2024-09-02,CGMU4992036,CMA CGM,IZURDIA,Liner & Pallet,80.0,15.0
2024-09-02,TRIU8687874,CMA CGM,IZURDIA,Liner & Pallet,80.0,15.0
2024-09-02,TTNU8111436,CMA CGM,IZURDIA,Liner & Pallet,80.0,15.0
2024-09-02,TTNU8915835,CMA CGM,IZURDIA,Liner & Pallet,80.0,15.0
2024-09-02,AMCU9364541,CMA CGM,IZURDIA,Liner & Pallet,80.0,15.0
2024-09-03,BMOU9733464,CMA CGM,IZURDIA,Liner & Pallet,80.0,15.0
2024-09-03,AMCU9394839,CMA CGM,IZURDIA,Liner & Pallet,80.0,15.0
2024-09-03,CXRU1603792,CMA CGM,IZURDIA,Liner & Pallet,80.0,15.0
2024-09-12,TTNU8204441,IOT,ELAI ALAI,Pallet,84.0,0.0
2024-09-12,TTNU8204420,IOT,ELAI ALAI,Pallet,84.0,0.0
2024-09-12,TTNU8193347,IOT,ELAI ALAI,Pallet,84.0,0.0
2024-09-12,TTNU8204903,IOT,ELAI ALAI,Pallet,84.0,0.0
2024-09-12,TCLU1223305,IOT,ELAI ALAI,Pallet,84.0,0.0
2024-09-12,TTNU8203677,IOT,ELAI ALAI,Pallet,84.0,0.0
2024-09-12,TTNU8034849,IOT,ELAI ALAI,Pallet,84.0,0.0
2024-09-12,TTNU8202963,IOT,ELAI ALAI,Pallet,84.0,0.0
2024-09-20,TRIU8881637,IOT,GLENAN,Pallet,84.0,0.0
2024-09-20,TTNU8034849,IOT,GLENAN,Pallet,84.0,0.0
2024-09-20,TTNU8192823,IOT,GLENAN,Pallet,84.0,0.0
2024-09-20,TTNU8202963,IOT,GLENAN,Pallet,84.0,0.0
2024-09-20,TTNU8203342,IOT,GLENAN,Pallet,84.0,0.0
2024-09-20,TTNU8203677,IOT,GLENAN,Pallet,84.0,0.0
2024-09-21,TCLU1225308,IOT,GLENAN,Pallet,84.0,0.0
2024-09-21,TRIU8898310,IOT,GLENAN,Pallet,84.0,0.0
2024-09-21,TTNU8203614,IOT,GLENAN,Pallet,84.0,0.0
2024-09-21,TTNU8204204,IOT,GLENAN,Pallet,84.0,0.0
2024-09-22,TCLU1223305,IOT,DRENNEC,Pallet,84.0,0.0
2024-09-22,TTNU8058692,IOT,DRENNEC,Pallet,84.0,0.0
2024-09-22,TTNU8193347,IOT,DRENNEC,Pallet,84.0,0.0
2024-09-22,TTNU8203363,IOT,DRENNEC,Pallet,84.0,0.0
2024-09-22,TTNU8374957,IOT,DRENNEC,Pallet,84.0,0.0
2024-09-23,TTNU8203548,IOT,DRENNEC,Pallet,84.0,0.0
2024-09-24,TRIU8011175,IOT,DRENNEC,Pallet,84.0,0.0
2024-09-24,TTNU8204420,IOT,DRENNEC,Pallet,84.0,0.0
2024-09-24,TTNU8031834,IOT,DRENNEC,Pallet,84.0,0.0
2024-09-25,TTNU8034108,IOT,DRENNEC,Pallet,84.0,0.0
2024-09-26,TTNU8016059,IOT,DRENNEC,Pallet,84.0,0.0
2024-09-27,SEGU9227627,CMA CGM,DOLOMIEU,Liner,0.0,15.0
2024-09-27,TTNU8293053,CMA CGM,DOLOMIEU,Liner,0.0,15.0
2024-09-28,CGMU5089457,CMA CGM,DOLOMIEU,Liner,0.0,15.0
2024-09-28,CGMU5064994,CMA CGM,DOLOMIEU,Liner,0.0,15.0
2024-09-28,OTPU6341073,CMA CGM,DOLOMIEU,Liner,0.0,15.0
2024-09-29,CGMU6520384,CMA CGM,DOLOMIEU,Liner,0.0,15.0
2024-09-29,CGMU7503421,CMA CGM,DOLOMIEU,Liner,0.0,15.0
2024-09-29,CGMU5062121,CMA CGM,DOLOMIEU,Liner,0.0,15.0
2024-09-30,TCLU1216461,IOT,ATERPE ALAI,Pallet,84.0,0.0
2024-09-30,TRIU8030806,IOT,ATERPE ALAI,Pallet,84.0,0.0
2024-09-30,TTNU8202710,IOT,ATERPE ALAI,Pallet,84.0,0.0
2024-09-30,TLLU1067941,CMA CGM,DOLOMIEU,Liner,0.0,15.0
2024-09-30,TCLU1218470,IOT,PLAYA DE AZKORRI,Pallet,84.0,0.0
2024-09-30,TRIU8864476,IOT,PLAYA DE AZKORRI,Pallet,84.0,0.0
2024-09-30,TTNU8056787,IOT,PLAYA DE AZKORRI,Pallet,84.0,0.0
2024-09-30,TTNU8076079,IOT,PLAYA DE AZKORRI,Pallet,84.0,0.0
2024-09-30,TTNU8203960,IOT,PLAYA DE AZKORRI,Pallet,84.0,0.0
2024-09-30,TTNU8204014,IOT,PLAYA DE AZKORRI,Pallet,84.0,0.0
2024-10-01,TCLU1265804,IOT,ATERPE ALAI,Pallet,84.0,0.0
2024-10-01,TRIU8030072,IOT,ATERPE ALAI,Pallet,84.0,0.0
2024-10-01,TCLU1216899,IOT,PLAYA DE AZKORRI,Pallet,84.0,0.0
2024-10-01,TCLU1222417,IOT,PLAYA DE AZKORRI,Pallet,84.0,0.0
2024-10-01,TRIU8033045,IOT,PLAYA DE AZKORRI,Pallet,84.0,0.0
2024-10-01,TTNU8203825,IOT,PLAYA DE AZKORRI,Pallet,84.0,0.0
2024-10-01,TTNU8204903,IOT,PLAYA DE AZKORRI,Pallet,84.0,0.0
2024-10-02,TRIU8031103,IOT,ATERPE ALAI,Pallet,84.0,0.0
2024-10-02,TTNU8204061,IOT,CAP SAINT VINCENT,Pallet,84.0,0.0
2024-10-02,TTNU8338116,IOT,CAP SAINT VINCENT,Pallet,84.0,0.0
2024-10-02,TTNU8203086,IOT,CAP SAINT VINCENT,Pallet,84.0,0.0
2024-10-02,TTNU8338522,IOT,CAP SAINT VINCENT,Pallet,84.0,0.0
2024-10-02,TTNU8204288,IOT,PLAYA DE AZKORRI,Pallet,84.0,0.0
2024-10-02,TRIU8897567,IOT,PLAYA DE AZKORRI,Pallet,84.0,0.0
2024-10-02,TCLU1228570,IOT,PLAYA DE AZKORRI,Pallet,84.0,0.0
2024-10-02,TTNU8203830,IOT,PLAYA DE AZKORRI,Pallet,84.0,0.0
2024-10-02,TTNU8203358,IOT,PLAYA DE AZKORRI,Pallet,84.0,0.0
2024-10-08,TTNU8203070,IOT,DRENNEC,Pallet,84.0,0.0
2024-10-08,TTNU8204293,IOT,DRENNEC,Pallet,84.0,0.0
2024-10-08,TTNU8058692,IOT,DRENNEC,Pallet,84.0,0.0
2024-10-08,TTNU8203614,IOT,DRENNEC,Pallet,84.0,0.0
2024-10-08,TTNU8203548,IOT,DRENNEC,Pallet,84.0,0.0
2024-10-08,TTNU8203492,IOT,DRENNEC,Pallet,84.0,0.0
2024-10-08,TTNU8071858,IOT,DRENNEC,Pallet,84.0,0.0
2024-10-08,TTNU8434470,CMA CGM,IZURDIA,Liner,0.0,15.0
2024-10-08,BEAU9703850,CMA CGM,IZURDIA,Liner,0.0,15.0
2024-10-08,CGMU5184515,CMA CGM,IZURDIA,Liner,0.0,15.0
2024-10-08,SEKU9060241,CMA CGM,IZURDIA,Liner,0.0,15.0
2024-10-08,FBIU5126849,CMA CGM,IZURDIA,Liner,0.0,15.0
2024-10-08,APRU5847020,CMA CGM,IZURDIA,Liner,0.0,15.0
2024-10-08,CXRU1605440,CMA CGM,IZURDIA,Liner,0.0,15.0
2024-10-08,TTNU8309571,CMA CGM,IZURDIA,Liner,0.0,15.0
2024-10-09,TRIU8011175,IOT,DRENNEC,Pallet,84.0,0.0
2024-10-15,TTNU8203548,IOT,ELAI ALAI,Pallet,84.0,0.0
2024-10-15,TTNU8203086,IOT,JAI ALAI,Pallet,84.0,0.0
2024-10-15,TTNU8204061,IOT,JAI ALAI,Pallet,84.0,0.0
2024-10-16,TCLU1264583,IOT,ELAI ALAI,Pallet,84.0,0.0
2024-10-16,TTNU8054125,IOT,ELAI ALAI,Pallet,84.0,0.0
2024-10-16,TTNU8338522,IOT,ELAI ALAI,Pallet,84.0,0.0
2024-10-16,TCLU1263735,IOT,JAI ALAI,Pallet,84.0,0.0
2024-10-16,TRIU8881637,IOT,JAI ALAI,Pallet,84.0,0.0
2024-10-16,TTNU8203445,IOT,JAI ALAI,Pallet,84.0,0.0
2024-10-16,TTNU8204288,IOT,JAI ALAI,Pallet,84.0,0.0
2024-10-16,TTNU8338116,IOT,JAI ALAI,Pallet,84.0,0.0
2024-10-16,TTNU8339350,IOT,JAI ALAI,Pallet,84.0,0.0
2024-10-17,TTNU8203070,IOT,ELAI ALAI,Pallet,84.0,0.0
2024-10-17,TTNU8203342,IOT,JAI ALAI,Pallet,84.0,0.0
2024-10-17,TTNU8203358,IOT,JAI ALAI,Pallet,84.0,0.0
2024-10-17,TTNU8203830,IOT,JAI ALAI,Pallet,84.0,0.0
2024-10-18,TCLU1222417,IOT,ELAI ALAI,Pallet,84.0,0.0
2024-10-18,TTNU8193347,IOT,ELAI ALAI,Pallet,84.0,0.0
2024-10-18,TTNU8202963,IOT,ELAI ALAI,Pallet,84.0,0.0
2024-10-21,TCLU1228570,IOT,GLENAN,Pallet,84.0,0.0
2024-10-21,TRIU8033045,IOT,GLENAN,Pallet,84.0,0.0
2024-10-21,TRIU8864476,IOT,GLENAN,Pallet,84.0,0.0
2024-10-21,TRIU8897567,IOT,GLENAN,Pallet,84.0,0.0
2024-10-21,TTNU8058692,IOT,GLENAN,Pallet,84.0,0.0
2024-10-21,TTNU8203825,IOT,GLENAN,Pallet,84.0,0.0
2024-10-21,TTNU8203960,IOT,GLENAN,Pallet,84.0,0.0
2024-10-21,TTNU8204903,IOT,GLENAN,Pallet,84.0,0.0
2024-10-21,TTNU8374957,IOT,GLENAN,Pallet,84.0,0.0
2024-10-21,CGMU5519959,CMA CGM,MAN AN,Liner,0.0,15.0
2024-10-22,TCLU1216899,IOT,GLENAN,Pallet,84.0,0.0
2024-10-22,TCLU1218470,IOT,GLENAN,Pallet,84.0,0.0
2024-10-22,TTNU8203105,IOT,GLENAN,Pallet,84.0,0.0
2024-10-22,TCLU1223305,IOT,GLENAN,Pallet,84.0,0.0
2024-10-25,TRIU8732356,CMA CGM,DONIENE,Liner,0.0,15.0
2024-10-25,BMOU9897730,CMA CGM,DONIENE,Liner,0.0,15.0
2024-10-25,TTNU8778054,CMA CGM,DONIENE,Liner,0.0,15.0
2024-10-26,TRIU8062790,CMA CGM,DONIENE,Liner,0.0,15.0
2024-10-28,CGMU5629088,CMA CGM,DONIENE,Liner,0.0,15.0
2024-10-28,CGMU5396176,CMA CGM,DONIENE,Liner,0.0,15.0
2024-10-28,TTNU8436811,CMA CGM,DONIENE,Liner,0.0,15.0
2024-10-28,CGMU8009373,CMA CGM,DONIENE,Liner,0.0,15.0
2024-10-29,AMCU9301918,CMA CGM,DONIENE,Liner,0.0,15.0
2024-10-29,CAAU4008400,CMA CGM,DOLOMIEU,Liner,0.0,15.0
2024-10-29,CGMU5056200,CMA CGM,DOLOMIEU,Liner,0.0,15.0
2024-10-29,CGMU5253236,CMA CGM,DOLOMIEU,Liner,0.0,15.0
2024-10-29,CGMU5347947,CMA CGM,DONIENE,Liner,0.0,15.0
2024-10-29,CGMU5617929,CMA CGM,DONIENE,Liner,0.0,15.0
2024-10-29,CGMU6975763,CMA CGM,DOLOMIEU,Liner,0.0,15.0
2024-10-29,CGMU9339976,CMA CGM,DOLOMIEU,Liner,0.0,15.0
2024-10-29,FBIU5226982,CMA CGM,DOLOMIEU,Liner,0.0,15.0
2024-10-29,TEMU9222719,CMA CGM,DONIENE,Liner,0.0,15.0
2024-10-29,TEMU9333651,CMA CGM,DOLOMIEU,Liner,0.0,15.0
2024-10-29,TTNU8267990,CMA CGM,DOLOMIEU,Liner,0.0,15.0
2024-10-30,BMOU9801614,CMA CGM,DOLOMIEU,Liner,0.0,15.0
2024-10-30,TCLU1218905,CMA CGM,DOLOMIEU,Liner,0.0,15.0
2024-10-30,CGMU5078529,CMA CGM,DOLOMIEU,Liner,0.0,15.0
2024-10-30,CGMU5225949,CMA CGM,DOLOMIEU,Liner,0.0,15.0
2024-10-30,TCLU1240977,CMA CGM,DOLOMIEU,Liner,0.0,15.0
2024-10-30,TEMU9869407,CMA CGM,DOLOMIEU,Liner,0.0,15.0
2024-10-30,CXRU1607925,CMA CGM,DONIENE,Liner,0.0,15.0
2024-10-30,CGMU9310186,CMA CGM,DONIENE,Liner,0.0,15.0
2024-10-30,CGMU9383325,CMA CGM,DONIENE,Liner,0.0,15.0
2024-10-30,CGMU5310172,CMA CGM,DONIENE,Liner,0.0,15.0
2024-10-30,TTNU8016059,IOT,IZARO,Pallet,84.0,0.0
2024-10-30,TTNU8203363,IOT,IZARO,Pallet,84.0,0.0
2024-10-30,TTNU8034108,IOT,IZARO,Pallet,84.0,0.0
2024-10-30,TTNU8031834,IOT,IZARO,Pallet,84.0,0.0
2024-10-30,TCLU1216899,IOT,IZARO,Pallet,84.0,0.0
2024-10-30,TTNU8204420,IOT,IZARO,Pallet,84.0,0.0
2024-10-30,TCLU1216461,IOT,IZARO,Pallet,84.0,0.0
2024-10-30,TCLU1223305,IOT,IZARO,Pallet,84.0,0.0
2024-10-30,TTNU8917442,CMA CGM,ISLAND CATCH,Liner & Pallet,80.0,15.0
2024-10-30,TTNU8640770,CMA CGM,ISLAND CATCH,Liner & Pallet,80.0,15.0
2024-10-31,CGMU5117883,CMA CGM,DOLOMIEU,Liner,0.0,15.0
2024-10-31,CGMU5233414,CMA CGM,DOLOMIEU,Liner,0.0,15.0
2024-10-31,CGMU5521323,CMA CGM,DOLOMIEU,Liner,0.0,15.0
2024-10-31,CGMU5556464,CMA CGM,DOLOMIEU,Liner,0.0,15.0
2024-10-31,CGMU5600844,CMA CGM,DONIENE,Liner,0.0,15.0
2024-10-31,SEGU9226343,CMA CGM,DOLOMIEU,Liner,0.0,15.0
2024-10-31,TRIU8030072,IOT,IZARO,Pallet,84.0,0.0
2024-10-31,TRIU8031103,IOT,IZARO,Pallet,84.0,0.0
2024-11-01,CGMU5519732,CMA CGM,DOLOMIEU,Liner,0.0,15.0
2024-11-01,TCLU1191722,CMA CGM,DOLOMIEU,Liner,0.0,15.0
2024-11-01,TCLU1371750,CMA CGM,DOLOMIEU,Liner,0.0,15.0
2024-11-02,CGMU5074210,CMA CGM,DOLOMIEU,Liner,0.0,15.0
2024-11-02,CGMU5106873,CMA CGM,DOLOMIEU,Liner,0.0,15.0
2024-11-02,CGMU9291743,CMA CGM,DOLOMIEU,Liner,0.0,15.0
2024-11-02,CGMU9296560,CMA CGM,DOLOMIEU,Liner,0.0,15.0
2024-11-03,TCLU1196771,CMA CGM,DOLOMIEU,Liner,0.0,15.0
2024-11-04,TCLU1098116,CMA CGM,SAPMER,Liner,0.0,15.0
2024-11-04,TRLU1738470,CMA CGM,SAPMER,Liner,0.0,15.0
2024-11-05,TCLU1050787,CMA CGM,SAPMER,Liner,0.0,15.0
2024-11-05,CGMU9291297,CMA CGM,SAPMER,Liner,0.0,15.0
2024-11-05,TTNU8203975,IOT,ALAKRANA,Pallet,84.0,0.0
2024-11-05,TTNU8202710,IOT,ALAKRANA,Pallet,84.0,0.0
2024-11-05,TTNU8204014,IOT,ALAKRANA,Pallet,84.0,0.0
2024-11-05,TRIU8011175,IOT,ALAKRANA,Pallet,84.0,0.0
2024-11-06,TTNU8339350,IOT,FRANCHE TERRE,Pallet,84.0,0.0
2024-11-06,TCLU1151484,CMA CGM,FRANCHE TERRE,Liner,0.0,15.0
2024-11-06,TTNU8203445,IOT,FRANCHE TERRE,Pallet,84.0,0.0
2024-11-06,TRIU8030806,IOT,FRANCHE TERRE,Pallet,84.0,0.0
2024-11-06,TRIU8881637,IOT,FRANCHE TERRE,Pallet,84.0,0.0
2024-11-06,TTNU8071858,IOT,FRANCHE TERRE,Pallet,84.0,0.0
2024-11-07,TTNU8203086,IOT,FRANCHE TERRE,Pallet,84.0,0.0
2024-11-07,TCLU1265804,IOT,FRANCHE TERRE,Pallet,84.0,0.0
2024-11-07,TTNU8204288,IOT,FRANCHE TERRE,Pallet,84.0,0.0
2024-11-07,TCLU1264583,IOT,FRANCHE TERRE,Pallet,84.0,0.0
2024-11-07,TTNU8338116,IOT,TXORI ZURI,Pallet,84.0,0.0
2024-11-07,TTNU8076079,IOT,TXORI ZURI,Pallet,84.0,0.0
2024-11-07,TCLU1216780,IOT,TXORI ZURI,Pallet,84.0,0.0
2024-11-07,TTNU8203358,IOT,TXORI ZURI,Pallet,84.0,0.0
2024-11-07,TTNU8203342,IOT,TXORI ZURI,Pallet,84.0,0.0
2024-11-08,TTNU8054125,IOT,FRANCHE TERRE,Pallet,84.0,0.0
2024-11-08,TTNU8204061,IOT,FRANCHE TERRE,Pallet,84.0,0.0
