vessel_client,customer,date_plugged,time_plugged,container_number,operation_type,shipping_line,plugged_status,tonnage,set_point,date_out,location,days_on_plug,plugin_price,monitoring_price,electricity_unit_price,total_electricity,total
ATERPE ALAI,MAERSKLINE,2024-07-01,18:55:00.000000000,MCAU6044103,Full OSS,MAERSKLINE,Partial,4.79,-25,2024-07-02,For Completion,1,25.0,0.0,70.0,70.0,95.0
CAP SAINT VINCENT,MAERSKLINE,2024-07-01,10:10:00.000000000,MCAU6067670,Full OSS,MAERSKLINE,Completed,12.42,-25,2024-07-16,LML,16,25.0,30.0,70.0,1120.0,1175.0
ATERPE ALAI,MAERSKLINE,2024-07-01,10:07:00.000000000,MMAU1069367,Full OSS,MAERSKLINE,Completed,1.945,-25,2024-07-11,LML,11,25.0,30.0,70.0,770.0,825.0
CAP SAINT VINCENT,MAERSKLINE,2024-07-01,18:30:00.000000000,MMAU1071868,Full OSS,MAERSKLINE,Partial,14.56,-25,2024-07-02,For Completion,1,25.0,0.0,70.0,70.0,95.0
ATERPE ALAI,MAERSKLINE,2024-07-01,14:45:00.000000000,MMAU1134610,Full OSS,MAERSKLINE,Full,27.165,-25,2024-07-09,LML,9,25.0,30.0,70.0,630.0,685.0
ATERPE ALAI,MAERSKLINE,2024-07-01,13:30:00.000000000,MMAU1195719,Full OSS,MAERSKLINE,Full,27.51,-25,2024-07-09,LML,9,25.0,30.0,70.0,630.0,685.0
ATERPE ALAI,MAERSKLINE,2024-07-01,13:00:00.000000000,MNBU0117855,Full OSS,MAERSKLINE,Completed,6.455,-25,2024-07-09,LML,9,25.0,30.0,70.0,630.0,685.0
CAP SAINT VINCENT,MAERSKLINE,2024-07-01,13:00:00.000000000,MNBU0224452,Full OSS,MAERSKLINE,Full,25.86,-25,2024-07-09,LML,9,25.0,30.0,70.0,630.0,685.0
ATERPE ALAI,MAERSKLINE,2024-07-01,15:49:00.000000000,MNBU0358744,Full OSS,MAERSKLINE,Full,27.51,-25,2024-07-09,LML,9,25.0,30.0,70.0,630.0,685.0
ATERPE ALAI,MAERSKLINE,2024-07-01,15:41:00.000000000,MNBU0532748,Full OSS,MAERSKLINE,Full,27.135,-25,2024-07-09,LML,9,25.0,30.0,70.0,630.0,685.0
CAP SAINT VINCENT,MAERSKLINE,2024-07-01,13:30:00.000000000,MNBU3026390,Full OSS,MAERSKLINE,Full,25.93,-25,2024-07-11,LML,11,25.0,30.0,70.0,770.0,825.0
ALAKRANA,MAERSKLINE,2024-07-01,10:07:00.000000000,MNBU3143863,Full OSS,MAERSKLINE,Completed,12.55,-25,2024-07-10,LML,10,25.0,30.0,70.0,700.0,755.0
ATERPE ALAI,MAERSKLINE,2024-07-01,13:30:00.000000000,MNBU3435720,Full OSS,MAERSKLINE,Full,27.31,-25,2024-07-09,LML,9,25.0,30.0,70.0,630.0,685.0
CAP SAINT VINCENT,MAERSKLINE,2024-07-01,15:41:00.000000000,MNBU3485640,Full OSS,MAERSKLINE,Full,25.9,-25,2024-07-09,LML,9,25.0,30.0,70.0,630.0,685.0
ALAKRANA,MAERSKLINE,2024-07-01,11:00:00.000000000,MNBU3730768,Full OSS,MAERSKLINE,Partial,10.0,-25,2024-07-02,For Completion,1,25.0,0.0,70.0,70.0,95.0
CAP SAINT VINCENT,MAERSKLINE,2024-07-01,17:10:00.000000000,MNBU3943716,Full OSS,MAERSKLINE,Full,25.97,-25,2024-07-09,LML,9,25.0,30.0,70.0,630.0,685.0
CAP SAINT VINCENT,MAERSKLINE,2024-07-01,17:09:00.000000000,MNBU4169965,Full OSS,MAERSKLINE,Full,25.62,-25,2024-07-09,LML,9,25.0,30.0,70.0,630.0,685.0
ATERPE ALAI,MAERSKLINE,2024-07-01,15:00:00.000000000,MNBU4194572,Full OSS,MAERSKLINE,Full,27.12,-25,2024-07-09,LML,9,25.0,30.0,70.0,630.0,685.0
ATERPE ALAI,MAERSKLINE,2024-07-01,13:45:00.000000000,MNBU9012367,Full OSS,MAERSKLINE,Full,27.45,-25,2024-07-09,LML,9,25.0,30.0,70.0,630.0,685.0
ATERPE ALAI,MAERSKLINE,2024-07-01,18:32:00.000000000,MNBU9166470,Full OSS,MAERSKLINE,Full,27.125,-25,2024-07-09,LML,9,25.0,30.0,70.0,630.0,685.0
CAP SAINT VINCENT,MAERSKLINE,2024-07-01,13:15:00.000000000,SUDU5145449,Full OSS,MAERSKLINE,Full,25.87,-25,2024-07-10,LML,10,25.0,30.0,70.0,700.0,755.0
ATERPE ALAI,MAERSKLINE,2024-07-01,19:00:00.000000000,SUDU6043605,Full OSS,MAERSKLINE,Full,27.03,-25,2024-07-09,LML,9,25.0,30.0,70.0,630.0,685.0
ATERPE ALAI,MAERSKLINE,2024-07-01,17:05:00.000000000,SUDU6241637,Full OSS,MAERSKLINE,Full,27.455,-25,2024-07-11,LML,11,25.0,30.0,70.0,770.0,825.0
ATERPE ALAI,MAERSKLINE,2024-07-01,10:20:00.000000000,SUDU6262917,Full OSS,MAERSKLINE,Full,27.29,-25,2024-07-11,LML,11,25.0,30.0,70.0,770.0,825.0
ATERPE ALAI,MAERSKLINE,2024-07-01,17:20:00.000000000,SUDU8003617,Full OSS,MAERSKLINE,Full,27.39,-25,2024-07-09,LML,9,25.0,30.0,70.0,630.0,685.0
CAP SAINT VINCENT,MAERSKLINE,2024-07-01,14:30:00.000000000,TLLU1202620,Full OSS,MAERSKLINE,Full,25.82,-25,2024-07-09,LML,9,25.0,30.0,70.0,630.0,685.0
ATERPE ALAI,MAERSKLINE,2024-07-01,18:35:00.000000000,TLLU1217893,Full OSS,MAERSKLINE,Full,27.405,-25,2024-07-09,LML,9,25.0,30.0,70.0,630.0,685.0
PLAYA DE ARITZATXU,BEACH FISHING,2024-07-01,17:30:00.000000000,BMOU9652742,Stuffing and Plugin,CMA CGM,Partial,22.54,-25,2024-07-02,For Completion,1,25.0,0.0,70.0,70.0,95.0
PLAYA DE ARITZATXU,BEACH FISHING,2024-07-01,17:15:00.000000000,CGMU5086102,Stuffing and Plugin,CMA CGM,Full,26.95,-25,2024-07-22,LML,22,25.0,30.0,70.0,1540.0,1595.0
PLAYA DE ARITZATXU,BEACH FISHING,2024-07-01,14:45:00.000000000,CGMU5253724,Stuffing and Plugin,CMA CGM,Full,26.705,-25,2024-07-22,LML,22,25.0,30.0,70.0,1540.0,1595.0
PLAYA DE ARITZATXU,BEACH FISHING,2024-07-01,17:18:00.000000000,CGMU5312318,Stuffing and Plugin,CMA CGM,Partial,17.625,-25,2024-07-02,For Completion,1,25.0,0.0,70.0,70.0,95.0
PLAYA DE ARITZATXU,BEACH FISHING,2024-07-01,13:18:00.000000000,CGMU5347382,Stuffing and Plugin,CMA CGM,Completed,20.065,-25,2024-07-04,LML,4,25.0,30.0,70.0,280.0,335.0
GALERNA LAU,MAERSKLINE,2024-07-02,17:10:00.000000000,MNBU0381981,Basic OSS,MAERSKLINE,Full,26.75,-25,2024-07-10,LML,9,25.0,30.0,70.0,630.0,685.0
GALERNA LAU,MAERSKLINE,2024-07-02,17:00:00.000000000,MNBU4032720,Basic OSS,MAERSKLINE,Full,27.05,-25,2024-07-10,LML,9,25.0,30.0,70.0,630.0,685.0
PLAYA DE ARITZATXU,MAERSKLINE,2024-07-02,17:50:00.000000000,MNBU3685910,Cross Stuffing and Plugin,MAERSKLINE,Full,26.865,-25,2024-07-10,LML,9,25.0,30.0,70.0,630.0,685.0
ATERPE ALAI,MAERSKLINE,2024-07-02,11:50:00.000000000,MCAU6044103,Full OSS,MAERSKLINE,Completed,22.575,-25,2024-07-09,LML,8,25.0,30.0,70.0,560.0,615.0
CAP SAINT VINCENT,MAERSKLINE,2024-07-02,11:00:00.000000000,MMAU1071868,Full OSS,MAERSKLINE,Completed,11.4,-25,2024-07-09,LML,8,25.0,30.0,70.0,560.0,615.0
ATERPE ALAI,MAERSKLINE,2024-07-02,14:40:00.000000000,MNBU3730768,Full OSS,MAERSKLINE,Partial,3.355,-25,2024-07-06,For Completion,4,25.0,0.0,70.0,280.0,305.0
ATERPE ALAI,MAERSKLINE,2024-07-02,14:43:00.000000000,MNBU3991191,Full OSS,MAERSKLINE,Partial,9.95,-25,2024-07-07,For Completion,5,25.0,0.0,70.0,350.0,375.0
CAP SAINT VINCENT,MAERSKLINE,2024-07-02,14:52:00.000000000,SUDU8145191,Full OSS,MAERSKLINE,Partial,14.47,-25,2024-07-06,For Completion,4,25.0,0.0,70.0,280.0,305.0
CAP SAINT VINCENT,MAERSKLINE,2024-07-02,13:00:00.000000000,TLLU1166986,Full OSS,MAERSKLINE,Full,25.86,-25,2024-07-10,LML,9,25.0,30.0,70.0,630.0,685.0
CCCS,CCCS,2024-07-02,11:11:00.000000000,MNBU0553627,Plugin,MAERSKLINE,Full,0.0,-25,2024-07-03,CCCS,2,25.0,30.0,70.0,140.0,195.0
PLAYA DE ARITZATXU,BEACH FISHING,2024-07-02,10:50:00.000000000,BMOU9652742,Stuffing and Plugin,CMA CGM,Completed,4.265,-25,2024-07-04,LML,3,25.0,30.0,70.0,210.0,265.0
PLAYA DE ARITZATXU,BEACH FISHING,2024-07-02,09:30:00.000000000,CGMU5312318,Stuffing and Plugin,CMA CGM,Completed,9.255,-25,2024-07-22,LML,21,25.0,30.0,70.0,1470.0,1525.0
PLAYA DE ARITZATXU,BEACH FISHING,2024-07-02,14:45:00.000000000,CGMU5391533,Stuffing and Plugin,CMA CGM,Full,26.985,-25,2024-07-22,LML,21,25.0,30.0,70.0,1470.0,1525.0
PLAYA DE ARITZATXU,BEACH FISHING,2024-07-02,11:11:00.000000000,IKSU5204468,Stuffing and Plugin,CMA CGM,Full,26.865,-25,2024-07-22,LML,21,25.0,30.0,70.0,1470.0,1525.0
PLAYA DE ARITZATXU,BEACH FISHING,2024-07-02,13:00:00.000000000,TTNU8276307,Stuffing and Plugin,CMA CGM,Full,26.92,-25,2024-07-22,LML,21,25.0,30.0,70.0,1470.0,1525.0
GALERNA LAU,MAERSKLINE,2024-07-03,18:15:00.000000000,SUDU6134860,Basic OSS,MAERSKLINE,Partial,14.62,-25,2024-07-04,For Completion,1,25.0,0.0,70.0,70.0,95.0
GALERNA LAU,MAERSKLINE,2024-07-03,17:46:00.000000000,TTNU8755932,Basic OSS,MAERSKLINE,Full,26.84,-25,2024-07-09,LML,7,25.0,30.0,70.0,490.0,545.0
AMIRANTE,MAERSKLINE,2024-07-03,17:50:00.000000000,MNBU3607877,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,29.036,-25,2024-07-09,LML,7,25.0,30.0,70.0,490.0,545.0
AMIRANTE,MAERSKLINE,2024-07-03,15:00:00.000000000,MNBU4270482,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,29.212,-25,2024-07-10,LML,8,25.0,30.0,70.0,560.0,615.0
GEVRED,MAERSKLINE,2024-07-03,15:30:00.000000000,MNBU3226823,Full OSS,MAERSKLINE,Full,25.78,-25,2024-07-10,LML,8,25.0,30.0,70.0,560.0,615.0
GEVRED,MAERSKLINE,2024-07-03,18:15:00.000000000,MNBU4200865,Full OSS,MAERSKLINE,Partial,2.22,-25,2024-07-04,For Completion,1,25.0,0.0,70.0,70.0,95.0
CCCS,CCCS,2024-07-03,16:49:00.000000000,SUDU5198310,Plugin,MAERSKLINE,Full,0.0,6,2024-07-04,CCCS,2,25.0,30.0,70.0,140.0,195.0
GALERNA LAU,MAERSKLINE,2024-07-04,15:00:00.000000000,MMAU1359915,Basic OSS,MAERSKLINE,Full,26.92,-25,2024-07-11,LML,8,25.0,30.0,70.0,560.0,615.0
GALERNA LAU,MAERSKLINE,2024-07-04,12:50:00.000000000,MNBU0325864,Basic OSS,MAERSKLINE,Full,26.99,-25,2024-07-10,LML,7,25.0,30.0,70.0,490.0,545.0
GALERNA LAU,MAERSKLINE,2024-07-04,17:00:00.000000000,MNBU3215006,Basic OSS,MAERSKLINE,Partial,10.93,-25,2024-07-05,For Completion,1,25.0,0.0,70.0,70.0,95.0
GALERNA LAU,MAERSKLINE,2024-07-04,12:50:00.000000000,MNBU3448203,Basic OSS,MAERSKLINE,Full,27.0,-25,2024-07-10,LML,7,25.0,30.0,70.0,490.0,545.0
GALERNA LAU,MAERSKLINE,2024-07-04,17:00:00.000000000,MNBU3685484,Basic OSS,MAERSKLINE,Partial,9.69,-25,2024-07-05,For Completion,1,25.0,0.0,70.0,70.0,95.0
GALERNA LAU,MAERSKLINE,2024-07-04,12:20:00.000000000,MNBU3714601,Basic OSS,MAERSKLINE,Full,26.95,-25,2024-07-10,LML,7,25.0,30.0,70.0,490.0,545.0
GALERNA LAU,MAERSKLINE,2024-07-04,11:00:00.000000000,MNBU3981320,Basic OSS,MAERSKLINE,Full,27.04,-25,2024-07-10,LML,7,25.0,30.0,70.0,490.0,545.0
GALERNA LAU,MAERSKLINE,2024-07-04,10:50:00.000000000,SUDU6134860,Basic OSS,MAERSKLINE,Completed,12.33,-25,2024-07-10,LML,7,25.0,30.0,70.0,490.0,545.0
GEVRED,MAERSKLINE,2024-07-04,15:00:00.000000000,MNBU4200865,Full OSS,MAERSKLINE,Partial,4.04,-25,2024-07-05,For Completion,1,25.0,0.0,70.0,70.0,95.0
GEVRED,MAERSKLINE,2024-07-04,17:15:00.000000000,MNBU4206164,Full OSS,MAERSKLINE,Full,25.87,-25,2024-07-11,LML,8,25.0,30.0,70.0,560.0,615.0
MAERSKLINE,MAERSKLINE,2024-07-04,15:00:00.000000000,MNBU3228831,Plugin,MAERSKLINE,Full,27.72,-25,2024-07-10,LML,7,25.0,30.0,70.0,490.0,545.0
GALERNA LAU,MAERSKLINE,2024-07-05,13:30:00.000000000,MNBU0562207,Basic OSS,MAERSKLINE,Full,28.14,-25,2024-07-11,LML,7,25.0,30.0,70.0,490.0,545.0
GALERNA LAU,MAERSKLINE,2024-07-05,12:30:00.000000000,MNBU3107589,Basic OSS,MAERSKLINE,Full,26.82,-25,2024-07-11,LML,7,25.0,30.0,70.0,490.0,545.0
GALERNA LAU,MAERSKLINE,2024-07-05,10:43:00.000000000,MNBU3215006,Basic OSS,MAERSKLINE,Completed,15.93,-25,2024-07-11,LML,7,25.0,30.0,70.0,490.0,545.0
GALERNA LAU,MAERSKLINE,2024-07-05,15:30:00.000000000,MNBU3685484,Basic OSS,MAERSKLINE,Completed,15.46,-25,2024-07-11,LML,7,25.0,30.0,70.0,490.0,545.0
OCEAN BASKET,MAERSKLINE,2024-07-05,12:30:00.000000000,MNBU3461226,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.771,-25,2024-07-11,LML,7,25.0,30.0,70.0,490.0,545.0
GEVRED,MAERSKLINE,2024-07-05,16:45:00.000000000,MMAU1159753,Full OSS,MAERSKLINE,Full,25.86,-25,2024-07-10,LML,6,25.0,30.0,70.0,420.0,475.0
GEVRED,MAERSKLINE,2024-07-05,18:31:00.000000000,MNBU3330627,Full OSS,MAERSKLINE,Full,25.91,-25,2024-07-10,LML,6,25.0,30.0,70.0,420.0,475.0
GEVRED,MAERSKLINE,2024-07-05,13:45:00.000000000,MNBU4181195,Full OSS,MAERSKLINE,Full,25.66,-25,2024-07-11,LML,7,25.0,30.0,70.0,490.0,545.0
GEVRED,MAERSKLINE,2024-07-05,20:09:00.000000000,MNBU4200865,Full OSS,MAERSKLINE,Partial,11.31,-25,2024-07-06,For Completion,1,25.0,0.0,70.0,70.0,95.0
EUSKADI ALAI,MAERSKLINE,2024-07-06,10:00:00.000000000,MNBU0298033,Full OSS,MAERSKLINE,Full,27.58,-25,2024-07-11,LML,6,25.0,30.0,70.0,420.0,475.0
GEVRED,MAERSKLINE,2024-07-06,15:55:00.000000000,MNBU0444565,Full OSS,MAERSKLINE,Full,25.91,-25,2024-07-11,LML,6,25.0,30.0,70.0,420.0,475.0
EUSKADI ALAI,MAERSKLINE,2024-07-06,17:00:00.000000000,MNBU0564555,Full OSS,MAERSKLINE,Full,27.66,-25,2024-07-11,LML,6,25.0,30.0,70.0,420.0,475.0
EUSKADI ALAI,MAERSKLINE,2024-07-06,14:45:00.000000000,MNBU3048845,Full OSS,MAERSKLINE,Full,27.33,-25,2024-07-11,LML,6,25.0,30.0,70.0,420.0,475.0
EUSKADI ALAI,MAERSKLINE,2024-07-06,10:55:00.000000000,MNBU3228549,Full OSS,MAERSKLINE,Full,27.56,-25,2024-07-11,LML,6,25.0,30.0,70.0,420.0,475.0
EUSKADI ALAI,MAERSKLINE,2024-07-06,14:55:00.000000000,MNBU3424069,Full OSS,MAERSKLINE,Full,27.55,-25,2024-07-11,LML,6,25.0,30.0,70.0,420.0,475.0
EUSKADI ALAI,MAERSKLINE,2024-07-06,16:50:00.000000000,MNBU3716292,Full OSS,MAERSKLINE,Full,27.57,-25,2024-07-11,LML,6,25.0,30.0,70.0,420.0,475.0
EUSKADI ALAI,MAERSKLINE,2024-07-06,11:20:00.000000000,MNBU3730768,Full OSS,MAERSKLINE,Completed,14.27,-25,2024-07-11,LML,6,25.0,30.0,70.0,420.0,475.0
GEVRED,MAERSKLINE,2024-07-06,13:10:00.000000000,MNBU4200865,Full OSS,MAERSKLINE,Completed,8.69,-25,2024-07-10,LML,5,25.0,30.0,70.0,350.0,405.0
EUSKADI ALAI,MAERSKLINE,2024-07-06,14:40:00.000000000,MNBU4253607,Full OSS,MAERSKLINE,Full,27.6,-25,2024-07-11,LML,6,25.0,30.0,70.0,420.0,475.0
EUSKADI ALAI,MAERSKLINE,2024-07-06,17:05:00.000000000,MNBU4321954,Full OSS,MAERSKLINE,Partial,0.58,-25,2024-07-07,For Completion,1,25.0,0.0,70.0,70.0,95.0
EUSKADI ALAI,MAERSKLINE,2024-07-06,13:05:00.000000000,MNBU4347413,Full OSS,MAERSKLINE,Full,27.58,-25,2024-07-10,LML,5,25.0,30.0,70.0,350.0,405.0
EUSKADI ALAI,MAERSKLINE,2024-07-06,13:10:00.000000000,MNBU9116926,Full OSS,MAERSKLINE,Full,27.58,-25,2024-07-10,LML,5,25.0,30.0,70.0,350.0,405.0
EUSKADI ALAI,MAERSKLINE,2024-07-06,13:00:00.000000000,MSFU0002079,Full OSS,MAERSKLINE,Completed,4.67,-60,2024-07-10,LML,5,25.0,30.0,110.0,550.0,605.0
EUSKADI ALAI,MAERSKLINE,2024-07-06,13:05:00.000000000,MSFU0002340,Full OSS,MAERSKLINE,Partial,16.61,-60,2024-07-11,LML,6,25.0,30.0,110.0,660.0,715.0
EUSKADI ALAI,MAERSKLINE,2024-07-06,10:30:00.000000000,MSFU0003898,Full OSS,MAERSKLINE,Full,24.51,-60,2024-07-11,LML,6,25.0,30.0,110.0,660.0,715.0
GEVRED,MAERSKLINE,2024-07-06,17:15:00.000000000,SUDU8145191,Full OSS,MAERSKLINE,Completed,11.6,-25,2024-07-10,LML,5,25.0,30.0,70.0,350.0,405.0
EUSKADI ALAI,MAERSKLINE,2024-07-07,16:00:00.000000000,MNBU0588536,Full OSS,MAERSKLINE,Partial,1.82,-25,2024-07-08,For Completion,1,25.0,0.0,70.0,70.0,95.0
EUSKADI ALAI,MAERSKLINE,2024-07-07,15:30:00.000000000,MNBU0600708,Full OSS,MAERSKLINE,Full,27.18,-25,2024-07-10,LML,4,25.0,30.0,70.0,280.0,335.0
EUSKADI ALAI,MAERSKLINE,2024-07-07,15:30:00.000000000,MNBU3287515,Full OSS,MAERSKLINE,Full,27.66,-25,2024-07-09,LML,3,25.0,30.0,70.0,210.0,265.0
EUSKADI ALAI,MAERSKLINE,2024-07-07,13:48:00.000000000,MNBU3991191,Full OSS,MAERSKLINE,Completed,17.17,-25,2024-07-09,LML,3,25.0,30.0,70.0,210.0,265.0
EUSKADI ALAI,MAERSKLINE,2024-07-07,11:00:00.000000000,MNBU4321954,Full OSS,MAERSKLINE,Completed,27.25,-25,2024-07-11,LML,5,25.0,30.0,70.0,350.0,405.0
EUSKADI ALAI,MAERSKLINE,2024-07-07,11:30:00.000000000,MNBU4326262,Full OSS,MAERSKLINE,Full,27.22,-25,2024-07-10,LML,4,25.0,30.0,70.0,280.0,335.0
EUSKADI ALAI,MAERSKLINE,2024-07-07,16:00:00.000000000,MNBU4368720,Full OSS,MAERSKLINE,Partial,14.77,-25,2024-07-08,For Completion,1,25.0,0.0,70.0,70.0,95.0
EUSKADI ALAI,MAERSKLINE,2024-07-07,12:45:00.000000000,MNBU9002116,Full OSS,MAERSKLINE,Full,27.57,-25,2024-07-11,LML,5,25.0,30.0,70.0,350.0,405.0
EUSKADI ALAI,MAERSKLINE,2024-07-07,13:48:00.000000000,SUDU8219740,Full OSS,MAERSKLINE,Full,27.21,-25,2024-07-10,LML,4,25.0,30.0,70.0,280.0,335.0
EUSKADI ALAI,MAERSKLINE,2024-07-08,15:56:00.000000000,MMAU1364716,Full OSS,MAERSKLINE,Full,27.51,-25,2024-07-16,LML,9,25.0,30.0,70.0,630.0,685.0
EUSKADI ALAI,MAERSKLINE,2024-07-08,13:18:00.000000000,MNBU0522159,Full OSS,MAERSKLINE,Full,27.68,-25,2024-07-17,LML,10,25.0,30.0,70.0,700.0,755.0
EUSKADI ALAI,MAERSKLINE,2024-07-08,17:06:00.000000000,MNBU0588536,Full OSS,MAERSKLINE,Partial,12.27,-25,2024-07-09,For Completion,1,25.0,0.0,70.0,70.0,95.0
EUSKADI ALAI,MAERSKLINE,2024-07-08,14:20:00.000000000,MNBU3857351,Full OSS,MAERSKLINE,Full,27.65,-25,2024-07-16,LML,9,25.0,30.0,70.0,630.0,685.0
EUSKADI ALAI,MAERSKLINE,2024-07-08,09:56:00.000000000,MNBU4368720,Full OSS,MAERSKLINE,Completed,12.89,-25,2024-07-16,LML,9,25.0,30.0,70.0,630.0,685.0
EUSKADI ALAI,MAERSKLINE,2024-07-08,17:14:00.000000000,MNBU9078580,Full OSS,MAERSKLINE,Partial,22.32,-25,2024-07-09,For Completion,1,25.0,0.0,70.0,70.0,95.0
EUSKADI ALAI,MAERSKLINE,2024-07-08,11:22:00.000000000,MNBU9171590,Full OSS,MAERSKLINE,Full,27.53,-25,2024-07-16,LML,9,25.0,30.0,70.0,630.0,685.0
EUSKADI ALAI,MAERSKLINE,2024-07-09,17:00:00.000000000,MNBU0052076,Full OSS,MAERSKLINE,Partial,7.03,-25,2024-07-12,For Completion,3,25.0,0.0,70.0,210.0,235.0
EUSKADI ALAI,MAERSKLINE,2024-07-09,11:18:00.000000000,MNBU0588536,Full OSS,MAERSKLINE,Completed,12.95,-25,2024-07-16,LML,8,25.0,30.0,70.0,560.0,615.0
EUSKADI ALAI,MAERSKLINE,2024-07-09,15:24:00.000000000,MNBU3112380,Full OSS,MAERSKLINE,Full,27.44,-25,2024-07-16,LML,8,25.0,30.0,70.0,560.0,615.0
EUSKADI ALAI,MAERSKLINE,2024-07-09,11:18:00.000000000,MNBU3380211,Full OSS,MAERSKLINE,Full,14.02,-25,2024-07-16,LML,8,25.0,30.0,70.0,560.0,615.0
EUSKADI ALAI,MAERSKLINE,2024-07-09,10:00:00.000000000,MNBU9078580,Full OSS,MAERSKLINE,Completed,5.23,-25,2024-07-16,LML,8,25.0,30.0,70.0,560.0,615.0
EUSKADI ALAI,MAERSKLINE,2024-07-09,17:00:00.000000000,SUDU8028683,Full OSS,MAERSKLINE,Partial,20.5,-25,2024-07-14,For Completion,5,25.0,0.0,70.0,350.0,375.0
EUSKADI ALAI,MAERSKLINE,2024-07-09,13:00:00.000000000,TLLU1225013,Full OSS,MAERSKLINE,Full,27.49,-25,2024-07-16,LML,8,25.0,30.0,70.0,560.0,615.0
ISLAND CATCH,MAERSKLINE,2024-07-10,13:00:00.000000000,MNBU0261625,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.429,-25,2024-07-16,LML,7,25.0,30.0,70.0,490.0,545.0
DOLOMIEU,MAERSKLINE,2024-07-10,16:54:00.000000000,MCAU6023944,Full OSS,MAERSKLINE,Full,24.99,-25,2024-07-16,LML,7,25.0,30.0,70.0,490.0,545.0
DOLOMIEU,MAERSKLINE,2024-07-10,17:19:00.000000000,MNBU0023000,Full OSS,MAERSKLINE,Partial,22.33,-25,2024-07-11,For Completion,1,25.0,0.0,70.0,70.0,95.0
ACILA,MAERSKLINE,2024-07-10,11:30:00.000000000,MNBU0080545,Full OSS,MAERSKLINE,Full,26.75,-25,2024-07-17,LML,8,25.0,30.0,70.0,560.0,615.0
ACILA,MAERSKLINE,2024-07-10,17:10:00.000000000,MNBU0634483,Full OSS,MAERSKLINE,Full,26.39,-25,2024-07-16,LML,7,25.0,30.0,70.0,490.0,545.0
ACILA,MAERSKLINE,2024-07-10,15:00:00.000000000,MNBU0638093,Full OSS,MAERSKLINE,Full,27.08,-25,2024-07-17,LML,8,25.0,30.0,70.0,560.0,615.0
DOLOMIEU,MAERSKLINE,2024-07-10,13:30:00.000000000,MNBU3034395,Full OSS,MAERSKLINE,Full,24.53,-25,2024-07-17,LML,8,25.0,30.0,70.0,560.0,615.0
ACILA,MAERSKLINE,2024-07-10,12:50:00.000000000,MNBU3362080,Full OSS,MAERSKLINE,Full,26.45,-25,2024-07-17,LML,8,25.0,30.0,70.0,560.0,615.0
ACILA,MAERSKLINE,2024-07-10,16:18:00.000000000,MNBU3443599,Full OSS,MAERSKLINE,Full,26.28,-25,2024-07-16,LML,7,25.0,30.0,70.0,490.0,545.0
DOLOMIEU,MAERSKLINE,2024-07-10,17:25:00.000000000,MNBU3818720,Full OSS,MAERSKLINE,Partial,5.47,-25,2024-07-11,For Completion,1,25.0,0.0,70.0,70.0,95.0
DOLOMIEU,MAERSKLINE,2024-07-10,16:19:00.000000000,MNBU3931926,Full OSS,MAERSKLINE,Full,24.96,-25,2024-07-17,LML,8,25.0,30.0,70.0,560.0,615.0
ACILA,MAERSKLINE,2024-07-10,15:10:00.000000000,MNBU4322950,Full OSS,MAERSKLINE,Full,26.42,-25,2024-07-17,LML,8,25.0,30.0,70.0,560.0,615.0
ACILA,MAERSKLINE,2024-07-10,17:06:00.000000000,MNBU4345107,Full OSS,MAERSKLINE,Partial,7.89,-25,2024-07-11,For Completion,1,25.0,0.0,70.0,70.0,95.0
ACILA,MAERSKLINE,2024-07-10,16:29:00.000000000,MNBU9151655,Full OSS,MAERSKLINE,Full,26.49,-25,2024-07-16,LML,7,25.0,30.0,70.0,490.0,545.0
DOLOMIEU,MAERSKLINE,2024-07-10,16:00:00.000000000,SUDU8131958,Full OSS,MAERSKLINE,Full,25.0,-25,2024-07-16,LML,7,25.0,30.0,70.0,490.0,545.0
DOLOMIEU,MAERSKLINE,2024-07-10,15:59:00.000000000,TTNU8992528,Full OSS,MAERSKLINE,Full,24.69,-25,2024-07-17,LML,8,25.0,30.0,70.0,560.0,615.0
DOLOMIEU,MAERSKLINE,2024-07-11,14:06:00.000000000,MCAU6077920,Full OSS,MAERSKLINE,Full,24.75,-25,2024-07-17,LML,7,25.0,30.0,70.0,490.0,545.0
DOLOMIEU,MAERSKLINE,2024-07-11,16:00:00.000000000,MMAU1047579,Full OSS,MAERSKLINE,Full,24.86,-25,2024-07-17,LML,7,25.0,30.0,70.0,490.0,545.0
ACILA,MAERSKLINE,2024-07-11,17:49:00.000000000,MMAU1063986,Full OSS,MAERSKLINE,Partial,11.36,-25,2024-07-12,For Completion,1,25.0,0.0,70.0,70.0,95.0
DOLOMIEU,MAERSKLINE,2024-07-11,11:17:00.000000000,MMAU1280770,Full OSS,MAERSKLINE,Full,24.91,-25,2024-07-16,LML,6,25.0,30.0,70.0,420.0,475.0
DOLOMIEU,MAERSKLINE,2024-07-11,10:30:00.000000000,MNBU0023000,Full OSS,MAERSKLINE,Completed,2.14,-25,2024-07-16,LML,6,25.0,30.0,70.0,420.0,475.0
