vessel_client,customer,date_plugged,time_plugged,container_number,operation_type,shipping_line,plugged_status,tonnage,set_point,date_out,location,days_on_plug,plugin_price,monitoring_price,electricity_unit_price,total_electricity,total
GOLDEN FULL NO. 168,NAUTILUS MARE,2024-01-05,15:12:00.000000000,CGMU5110488,Stuffing and Plugin,CMA CGM,Full,23.46,-35,2024-01-11,LML,7,25.0,30.0,100.0,700.0,755.0
ALPHA GOLD NO. 66,AQUARIUS,2024-01-05,13:06:00.000000000,CGMU5157530,Stuffing and Plugin,CMA CGM,Full,23.51,-35,2024-01-11,LML,7,25.0,30.0,100.0,700.0,755.0
GOLDEN FULL NO. 168,NAUTILUS MARE,2024-01-05,13:00:00.000000000,CGMU5523291,Stuffing and Plugin,CMA CGM,Full,23.51,-35,2024-01-11,LML,7,25.0,30.0,100.0,700.0,755.0
SHUN HAO,MAHE SHIPPING,2024-01-05,17:15:00.000000000,CGMU5529936,Stuffing and Plugin,CMA CGM,Partial,12.44,-35,2024-01-06,For Completion,1,25.0,0.0,100.0,100.0,125.0
ALPHA GOLD NO. 66,AQUARIUS,2024-01-05,17:24:00.000000000,CGMU5547586,Stuffing and Plugin,CMA CGM,Full,23.3,-35,2024-01-11,LML,7,25.0,30.0,100.0,700.0,755.0
SHUN HAO,MAHE SHIPPING,2024-01-05,14:35:00.000000000,SZLU9833356,Stuffing and Plugin,CMA CGM,Full,20.55,-35,2024-01-11,LML,7,25.0,30.0,100.0,700.0,755.0
GOLDEN FULL NO. 168,NAUTILUS MARE,2024-01-05,17:12:00.000000000,TEMU9844245,Stuffing and Plugin,CMA CGM,Full,23.42,-35,2024-01-11,LML,7,25.0,30.0,100.0,700.0,755.0
ALPHA GOLD NO. 66,AQUARIUS,2024-01-05,15:27:00.000000000,TLLU1032400,Stuffing and Plugin,CMA CGM,Full,23.53,-35,2024-01-11,LML,7,25.0,30.0,100.0,700.0,755.0
AMIRANTE,MAERSKLINE,2024-01-06,10:23:00.000000000,MNBU3067763,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,29.146,-25,2024-01-09,LML,4,25.0,30.0,70.0,280.0,335.0
IOT,IOT EXPORT,2024-01-06,15:00:00.000000000,AMCU9313884,CCCS Stuffing and Plugin,CMA CGM,Full,25.572,-25,2024-01-11,LML,6,25.0,30.0,70.0,420.0,475.0
ISLAND CATCH,ISLAND CATCH,2024-01-06,11:45:00.000000000,MNBU3690562,CCCS Stuffing and Plugin,MAERSKLINE,Completed,8.538,-25,2024-01-09,LML,4,25.0,30.0,70.0,280.0,335.0
IOT,IOT EXPORT,2024-01-06,17:10:00.000000000,TEMU9045212,CCCS Stuffing and Plugin,CMA CGM,Full,25.026,-25,2024-01-11,LML,6,25.0,30.0,70.0,420.0,475.0
NF SEA GLORY NO. 16,MAHE SHIPPING,2024-01-06,19:00:00.000000000,CGMU5116716,Stuffing and Plugin,CMA CGM,Partial,3.52,-35,2024-01-07,For Completion,1,25.0,0.0,100.0,100.0,125.0
GOLDEN FULL NO. 168,NAUTILUS MARE,2024-01-06,11:05:00.000000000,CGMU5121923,Stuffing and Plugin,CMA CGM,Full,23.55,-35,2024-01-11,LML,6,25.0,30.0,100.0,600.0,655.0
NF SEA GLORY NO. 16,MAHE SHIPPING,2024-01-06,17:16:00.000000000,CGMU5141880,Stuffing and Plugin,CMA CGM,Full,24.49,-35,2024-01-16,LML,11,25.0,30.0,100.0,1100.0,1155.0
NF SEA GLORY NO. 16,MAHE SHIPPING,2024-01-06,18:00:00.000000000,CGMU5522994,Stuffing and Plugin,CMA CGM,Full,24.44,-35,2024-01-16,LML,11,25.0,30.0,100.0,1100.0,1155.0
SHUN HAO,MAHE SHIPPING,2024-01-06,11:50:00.000000000,CGMU5529936,Stuffing and Plugin,CMA CGM,Completed,11.27,-35,2024-01-11,LML,6,25.0,30.0,100.0,600.0,655.0
ALPHA GOLD NO. 66,AQUARIUS,2024-01-06,11:05:00.000000000,CGMU5563226,Stuffing and Plugin,CMA CGM,Full,23.54,-35,2024-01-11,LML,6,25.0,30.0,100.0,600.0,655.0
NF SEA GLORY NO. 16,MAHE SHIPPING,2024-01-06,13:41:00.000000000,CGMU5565321,Stuffing and Plugin,CMA CGM,Full,24.4,-35,2024-01-16,LML,11,25.0,30.0,100.0,1100.0,1155.0
GOLDEN FULL NO. 168,NAUTILUS MARE,2024-01-06,16:00:00.000000000,SUDU6036102,Stuffing and Plugin,MAERSKLINE,Full,23.11,-35,2024-01-31,LML,26,25.0,30.0,100.0,2600.0,2655.0
ALPHA GOLD NO. 66,AQUARIUS,2024-01-06,15:10:00.000000000,SUDU8169064,Stuffing and Plugin,MAERSKLINE,Full,25.84,-35,2024-01-30,LML,25,25.0,30.0,100.0,2500.0,2555.0
IOT,IOT EXPORT,2024-01-07,13:48:00.000000000,AMCU9344294,CCCS Stuffing and Plugin,CMA CGM,Full,25.208,-25,2024-01-11,LML,5,25.0,30.0,70.0,350.0,405.0
NF SEA GLORY NO. 16,MAHE SHIPPING,2024-01-07,13:35:00.000000000,CGMU5114837,Stuffing and Plugin,CMA CGM,Full,22.96,-35,2024-01-16,LML,10,25.0,30.0,100.0,1000.0,1055.0
NF SEA GLORY NO. 16,MAHE SHIPPING,2024-01-07,10:58:00.000000000,CGMU5116716,Stuffing and Plugin,CMA CGM,Completed,20.95,-35,2024-01-16,LML,10,25.0,30.0,100.0,1000.0,1055.0
NF SEA GLORY NO. 16,MAHE SHIPPING,2024-01-07,16:00:00.000000000,TCLU1148135,Stuffing and Plugin,CMA CGM,Full,18.45,-25,2024-01-16,LML,10,25.0,30.0,70.0,700.0,755.0
ELAI ALAI,MAERSKLINE,2024-01-08,16:50:00.000000000,MMAU1389972,Full OSS,MAERSKLINE,Partial,7.37,-25,2024-01-09,For Completion,1,25.0,0.0,70.0,70.0,95.0
ELAI ALAI,MAERSKLINE,2024-01-08,10:55:00.000000000,MNBU4201413,Full OSS,MAERSKLINE,Full,26.33,-25,2024-01-31,LML,24,25.0,30.0,70.0,1680.0,1735.0
ELAI ALAI,MAERSKLINE,2024-01-08,10:39:00.000000000,SUDU9312035,Full OSS,MAERSKLINE,Full,26.21,-25,2024-01-30,LML,23,25.0,30.0,70.0,1610.0,1665.0
HSIANG PERNG NO. 212,AQUARIUS,2024-01-08,16:59:00.000000000,CGMU5558214,Stuffing and Plugin,CMA CGM,Partial,14.754,-35,2024-01-09,For Completion,1,25.0,0.0,100.0,100.0,125.0
HSIANG PERNG NO. 212,AQUARIUS,2024-01-08,15:25:00.000000000,TCLU1059300,Stuffing and Plugin,CMA CGM,Full,23.72,-35,2024-01-11,LML,4,25.0,30.0,100.0,400.0,455.0
ELAI ALAI,IOT,2024-01-08,15:51:00.000000000,TTNU8204204,Stuffing and Plugin,IOT,Partial,6.97,-25,2024-01-09,For Completion,1,25.0,0.0,70.0,70.0,95.0
ELAI ALAI,IOT,2024-01-08,17:00:00.000000000,TTNU8204420,Stuffing and Plugin,IOT,Partial,6.58,-25,2024-01-09,For Completion,1,25.0,0.0,70.0,70.0,95.0
ELAI ALAI,MAERSKLINE,2024-01-09,09:44:00.000000000,MMAU1389972,Full OSS,MAERSKLINE,Completed,19.14,-25,2024-01-30,LML,22,25.0,30.0,70.0,1540.0,1595.0
ELAI ALAI,MAERSKLINE,2024-01-09,11:21:00.000000000,TLLU1215479,Full OSS,MAERSKLINE,Full,26.08,-25,2024-01-30,LML,22,25.0,30.0,70.0,1540.0,1595.0
HSIANG PERNG NO. 212,AQUARIUS,2024-01-09,09:44:00.000000000,CGMU5558214,Stuffing and Plugin,CMA CGM,Completed,9.163,-35,2024-01-11,LML,3,25.0,30.0,100.0,300.0,355.0
HSIANG PERNG NO. 212,AQUARIUS,2024-01-09,14:30:00.000000000,CGMU5571617,Stuffing and Plugin,CMA CGM,Full,24.098,-35,2024-01-11,LML,3,25.0,30.0,100.0,300.0,355.0
ELAI ALAI,IOT,2024-01-09,16:45:00.000000000,TCLU1265342,Stuffing and Plugin,IOT,Full,26.82,-25,2024-02-04,IOT,27,25.0,30.0,70.0,1890.0,1945.0
ELAI ALAI,IOT,2024-01-09,16:21:00.000000000,TRIU8030806,Stuffing and Plugin,IOT,Full,26.58,-25,2024-02-04,IOT,27,25.0,30.0,70.0,1890.0,1945.0
ELAI ALAI,IOT,2024-01-09,13:59:00.000000000,TRIU8031103,Stuffing and Plugin,IOT,Full,26.61,-25,2024-02-04,IOT,27,25.0,30.0,70.0,1890.0,1945.0
ELAI ALAI,IOT,2024-01-09,13:20:00.000000000,TTNU8031834,Stuffing and Plugin,IOT,Full,26.79,-25,2024-02-04,IOT,27,25.0,30.0,70.0,1890.0,1945.0
ELAI ALAI,IOT,2024-01-09,17:10:00.000000000,TTNU8057021,Stuffing and Plugin,IOT,Partial,8.41,-25,2024-01-10,For Completion,1,25.0,0.0,70.0,70.0,95.0
ELAI ALAI,IOT,2024-01-09,15:49:00.000000000,TTNU8203430,Stuffing and Plugin,IOT,Full,26.86,-25,2024-02-04,IOT,27,25.0,30.0,70.0,1890.0,1945.0
ELAI ALAI,IOT,2024-01-09,12:58:00.000000000,TTNU8204204,Stuffing and Plugin,IOT,Completed,19.84,-25,2024-02-04,IOT,27,25.0,30.0,70.0,1890.0,1945.0
ELAI ALAI,IOT,2024-01-09,11:49:00.000000000,TTNU8204420,Stuffing and Plugin,IOT,Completed,19.78,-25,2024-02-04,IOT,27,25.0,30.0,70.0,1890.0,1945.0
IOT,IOT EXPORT,2024-01-10,10:42:00.000000000,GESU9511496,CCCS Stuffing and Plugin,CMA CGM,Full,25.859,-25,2024-01-16,LML,7,25.0,30.0,70.0,490.0,545.0
IOT,IOT EXPORT,2024-01-10,14:42:00.000000000,TCLU1148351,CCCS Stuffing and Plugin,CMA CGM,Full,25.35,-25,2024-01-16,LML,7,25.0,30.0,70.0,490.0,545.0
ELAI ALAI,IOT,2024-01-10,09:23:00.000000000,TTNU8057021,Stuffing and Plugin,IOT,Completed,18.56,-25,2024-02-04,IOT,26,25.0,30.0,70.0,1820.0,1875.0
ELAI ALAI,IOT,2024-01-10,13:30:00.000000000,TTNU8203260,Stuffing and Plugin,IOT,Full,3.62,-25,2024-02-14,IOT,36,25.0,30.0,70.0,2520.0,2575.0
ELAI ALAI,IOT,2024-01-10,11:23:00.000000000,TTNU8203677,Stuffing and Plugin,IOT,Full,26.93,-25,2024-02-14,IOT,36,25.0,30.0,70.0,2520.0,2575.0
ELAI ALAI,IOT,2024-01-10,10:42:00.000000000,TTNU8204061,Stuffing and Plugin,IOT,Full,26.72,-25,2024-02-04,IOT,26,25.0,30.0,70.0,1820.0,1875.0
TXORI ARGI,MAERSKLINE,2024-01-12,09:00:00.000000000,MNBU0438053,Basic OSS,MAERSKLINE,Full,26.63,-25,2024-01-31,LML,20,25.0,30.0,70.0,1400.0,1455.0
TXORI ARGI,MAERSKLINE,2024-01-12,13:30:00.000000000,MNBU0551624,Basic OSS,MAERSKLINE,Full,27.01,-25,2024-01-31,LML,20,25.0,30.0,70.0,1400.0,1455.0
TXORI ARGI,MAERSKLINE,2024-01-12,10:00:00.000000000,MNBU3770544,Basic OSS,MAERSKLINE,Full,26.88,-25,2024-01-30,LML,19,25.0,30.0,70.0,1330.0,1385.0
TXORI ARGI,MAERSKLINE,2024-01-12,12:30:00.000000000,MNBU4051951,Basic OSS,MAERSKLINE,Full,26.89,-25,2024-01-31,LML,20,25.0,30.0,70.0,1400.0,1455.0
TXORI ARGI,MAERSKLINE,2024-01-12,16:58:00.000000000,MWCU5313106,Basic OSS,MAERSKLINE,Partial,18.9,-25,2024-01-13,For Completion,1,25.0,0.0,70.0,70.0,95.0
SAPMER,MAERSKLINE,2024-01-12,16:10:00.000000000,MNBU3028155,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,26.555,-25,2024-01-31,LML,20,25.0,30.0,70.0,1400.0,1455.0
TXORI ARGI,MAERSKLINE,2024-01-13,17:18:00.000000000,MNBU4292970,Basic OSS,MAERSKLINE,Partial,3.32,-25,2024-01-14,For Completion,1,25.0,0.0,70.0,70.0,95.0
TXORI ARGI,MAERSKLINE,2024-01-13,11:45:00.000000000,MWCU5313106,Basic OSS,MAERSKLINE,Completed,8.19,-25,2024-01-31,LML,19,25.0,30.0,70.0,1330.0,1385.0
TXORI ARGI,MAERSKLINE,2024-01-13,17:16:00.000000000,TEMU9756191,Basic OSS,MAERSKLINE,Full,26.75,-25,2024-01-31,LML,19,25.0,30.0,70.0,1330.0,1385.0
SAPMER,MAERSKLINE,2024-01-13,15:08:00.000000000,MMAU1188052,CCCS Stuffing - Basic OSS,MAERSKLINE,Partial,24.387,-25,2024-01-15,For Completion,2,25.0,0.0,70.0,140.0,165.0
AMIRANTE,MAERSKLINE,2024-01-13,12:11:00.000000000,MNBU3066068,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,29.928,-25,2024-01-15,JHL,3,25.0,30.0,70.0,210.0,265.0
TXORI ARGI,MAERSKLINE,2024-01-14,16:10:00.000000000,MNBU0642642,Basic OSS,MAERSKLINE,Partial,15.48,-25,2024-01-15,For Completion,1,25.0,0.0,70.0,70.0,95.0
TXORI ARGI,MAERSKLINE,2024-01-14,14:07:00.000000000,MNBU4292970,Basic OSS,MAERSKLINE,Completed,23.66,-25,2024-01-31,LML,18,25.0,30.0,70.0,1260.0,1315.0
TXORI ARGI,MAERSKLINE,2024-01-15,17:00:00.000000000,MMAU1173469,Basic OSS,MAERSKLINE,Full,26.7,-25,2024-01-31,LML,17,25.0,30.0,70.0,1190.0,1245.0
TXORI ARGI,MAERSKLINE,2024-01-15,09:57:00.000000000,MNBU0642642,Basic OSS,MAERSKLINE,Completed,11.56,-25,2024-01-31,LML,17,25.0,30.0,70.0,1190.0,1245.0
TXORI ARGI,MAERSKLINE,2024-01-15,16:20:00.000000000,MNBU3656948,Basic OSS,MAERSKLINE,Full,26.98,-25,2024-01-31,LML,17,25.0,30.0,70.0,1190.0,1245.0
SAPMER,MAERSKLINE,2024-01-15,13:10:00.000000000,MMAU1188052,CCCS Stuffing - Basic OSS,MAERSKLINE,Completed,1.481,-25,2024-01-31,LML,17,25.0,30.0,70.0,1190.0,1245.0
NF DAFA NO. 8,AQUARIUS,2024-01-15,14:59:00.000000000,CGMU5116378,Plugin,CMA CGM,Completed,0.0,-35,2024-01-19,Plugin Only,0,25.0,0.0,0.0,0.0,25.0
NF DAFA NO. 8,AQUARIUS,2024-01-15,11:10:00.000000000,CGMU5116378,Stuffing and Plugin,CMA CGM,Full,24.122,-35,2024-01-19,LML,5,25.0,30.0,100.0,500.0,555.0
NF DAFA NO. 8,AQUARIUS,2024-01-15,13:43:00.000000000,CGMU5124049,Stuffing and Plugin,CMA CGM,Full,23.854,-35,2024-01-19,LML,5,25.0,30.0,100.0,500.0,555.0
NF DAFA NO. 8,AQUARIUS,2024-01-15,17:40:00.000000000,SZLU9806160,Stuffing and Plugin,CMA CGM,Full,24.229,-35,2024-01-19,LML,5,25.0,30.0,100.0,500.0,555.0
OCEAN BASKET,MAERSKLINE,2024-01-16,17:09:00.000000000,MNBU4127194,CCCS Stuffing - Basic OSS,MAERSKLINE,Partial,12.518,-25,2024-01-18,For Completion,2,25.0,0.0,70.0,140.0,165.0
ADRIA,MAERSKLINE,2024-01-17,10:05:00.000000000,MMAU1082543,Full OSS,MAERSKLINE,Full,25.99,-25,2024-01-30,LML,14,25.0,30.0,70.0,980.0,1035.0
ADRIA,MAERSKLINE,2024-01-17,11:09:00.000000000,MMAU1128460,Full OSS,MAERSKLINE,Full,25.73,-25,2024-01-30,LML,14,25.0,30.0,70.0,980.0,1035.0
ADRIA,MAERSKLINE,2024-01-17,14:50:00.000000000,MNBU0070790,Full OSS,MAERSKLINE,Full,25.66,-25,2024-01-30,LML,14,25.0,30.0,70.0,980.0,1035.0
ADRIA,MAERSKLINE,2024-01-17,11:50:00.000000000,MNBU0512377,Full OSS,MAERSKLINE,Full,25.62,-25,2024-01-30,LML,14,25.0,30.0,70.0,980.0,1035.0
ADRIA,MAERSKLINE,2024-01-17,15:05:00.000000000,MNBU3319649,Full OSS,MAERSKLINE,Full,25.69,-25,2024-01-30,LML,14,25.0,30.0,70.0,980.0,1035.0
ADRIA,MAERSKLINE,2024-01-17,10:05:00.000000000,MNBU3645352,Full OSS,MAERSKLINE,Full,25.64,-25,2024-01-30,LML,14,25.0,30.0,70.0,980.0,1035.0
ADRIA,MAERSKLINE,2024-01-17,14:09:00.000000000,MNBU3729448,Full OSS,MAERSKLINE,Full,25.4,-25,2024-01-30,LML,14,25.0,30.0,70.0,980.0,1035.0
ADRIA,MAERSKLINE,2024-01-17,13:41:00.000000000,MNBU3761774,Full OSS,MAERSKLINE,Full,25.85,-25,2024-01-30,LML,14,25.0,30.0,70.0,980.0,1035.0
ADRIA,MAERSKLINE,2024-01-17,16:00:00.000000000,MNBU3827589,Full OSS,MAERSKLINE,Full,25.72,-25,2024-01-30,LML,14,25.0,30.0,70.0,980.0,1035.0
ADRIA,MAERSKLINE,2024-01-17,12:39:00.000000000,MNBU4208001,Full OSS,MAERSKLINE,Full,25.42,-25,2024-01-30,LML,14,25.0,30.0,70.0,980.0,1035.0
ADRIA,MAERSKLINE,2024-01-17,17:03:00.000000000,MNBU9015290,Full OSS,MAERSKLINE,Partial,20.84,-25,2024-01-18,For Completion,1,25.0,0.0,70.0,70.0,95.0
ADRIA,MAERSKLINE,2024-01-17,16:01:00.000000000,MNBU9025580,Full OSS,MAERSKLINE,Full,25.62,-25,2024-01-30,LML,14,25.0,30.0,70.0,980.0,1035.0
ADRIA,MAERSKLINE,2024-01-17,17:03:00.000000000,MNBU9047281,Full OSS,MAERSKLINE,Full,25.7,-25,2024-01-30,LML,14,25.0,30.0,70.0,980.0,1035.0
ADRIA,MAERSKLINE,2024-01-17,13:34:00.000000000,MWCU5237752,Full OSS,MAERSKLINE,Full,25.6,-25,2024-01-30,LML,14,25.0,30.0,70.0,980.0,1035.0
ADRIA,MAERSKLINE,2024-01-17,10:49:00.000000000,SUDU6078561,Full OSS,MAERSKLINE,Full,25.88,-25,2024-01-30,LML,14,25.0,30.0,70.0,980.0,1035.0
TXORI BERRI,MAERSKLINE,2024-01-18,11:45:00.000000000,MNBU0086395,Basic OSS,MAERSKLINE,Full,26.72,-25,2024-01-30,LML,13,25.0,30.0,70.0,910.0,965.0
TXORI BERRI,MAERSKLINE,2024-01-18,14:27:00.000000000,MNBU0635514,Basic OSS,MAERSKLINE,Full,26.89,-25,2024-01-30,LML,13,25.0,30.0,70.0,910.0,965.0
TXORI BERRI,MAERSKLINE,2024-01-18,12:54:00.000000000,MNBU3326720,Basic OSS,MAERSKLINE,Full,26.89,-25,2024-01-30,LML,13,25.0,30.0,70.0,910.0,965.0
TXORI BERRI,MAERSKLINE,2024-01-18,15:18:00.000000000,MNBU3400344,Basic OSS,MAERSKLINE,Full,26.99,-25,2024-01-30,LML,13,25.0,30.0,70.0,910.0,965.0
TXORI BERRI,MAERSKLINE,2024-01-18,17:00:00.000000000,MNBU3516910,Basic OSS,MAERSKLINE,Full,26.48,-25,2024-01-30,LML,13,25.0,30.0,70.0,910.0,965.0
TXORI BERRI,MAERSKLINE,2024-01-18,17:04:00.000000000,MNBU9002266,Basic OSS,MAERSKLINE,Partial,25.66,-25,2024-01-19,For Completion,1,25.0,0.0,70.0,70.0,95.0
TXORI BERRI,MAERSKLINE,2024-01-18,11:01:00.000000000,SUDU6141725,Basic OSS,MAERSKLINE,Full,26.96,-25,2024-01-30,LML,13,25.0,30.0,70.0,910.0,965.0
TXORI BERRI,MAERSKLINE,2024-01-18,17:04:00.000000000,SUDU6175978,Basic OSS,MAERSKLINE,Partial,5.92,-25,2024-01-19,For Completion,1,25.0,0.0,70.0,70.0,95.0
TXORI BERRI,MAERSKLINE,2024-01-18,15:18:00.000000000,SUDU6178410,Basic OSS,MAERSKLINE,Full,26.85,-25,2024-01-30,LML,13,25.0,30.0,70.0,910.0,965.0
TXORI BERRI,MAERSKLINE,2024-01-18,17:04:00.000000000,SUDU6272561,Basic OSS,MAERSKLINE,Partial,8.63,-25,2024-01-19,For Completion,1,25.0,0.0,70.0,70.0,95.0
TXORI BERRI,MAERSKLINE,2024-01-18,15:47:00.000000000,SUDU8132379,Basic OSS,MAERSKLINE,Full,26.82,-25,2024-01-30,LML,13,25.0,30.0,70.0,910.0,965.0
OCEAN BASKET,MAERSKLINE,2024-01-18,17:18:00.000000000,MNBU4127194,CCCS Stuffing - Basic OSS,MAERSKLINE,Partial,10.271,-25,2024-01-19,For Completion,1,25.0,0.0,70.0,70.0,95.0
ADRIA,MAERSKLINE,2024-01-18,10:21:00.000000000,MMAU1345742,Full OSS,MAERSKLINE,Full,25.62,-25,2024-01-30,LML,13,25.0,30.0,70.0,910.0,965.0
ADRIA,MAERSKLINE,2024-01-18,11:38:00.000000000,MNBU0483807,Full OSS,MAERSKLINE,Full,25.75,-25,2024-01-30,LML,13,25.0,30.0,70.0,910.0,965.0
ADRIA,MAERSKLINE,2024-01-18,11:27:00.000000000,MNBU4210740,Full OSS,MAERSKLINE,Full,25.29,-25,2024-01-30,LML,13,25.0,30.0,70.0,910.0,965.0
ADRIA,MAERSKLINE,2024-01-18,09:52:00.000000000,MNBU4254835,Full OSS,MAERSKLINE,Full,25.76,-25,2024-01-30,LML,13,25.0,30.0,70.0,910.0,965.0
ADRIA,MAERSKLINE,2024-01-18,08:31:00.000000000,MNBU9015290,Full OSS,MAERSKLINE,Completed,4.4,-25,2024-01-30,LML,13,25.0,30.0,70.0,910.0,965.0
ADRIA,MAERSKLINE,2024-01-18,16:21:00.000000000,MNBU9092608,Full OSS,MAERSKLINE,Partial,14.59,-25,2024-01-30,LML,13,25.0,30.0,70.0,910.0,965.0
ADRIA,MAERSKLINE,2024-01-18,14:26:00.000000000,SUDU8132168,Full OSS,MAERSKLINE,Full,24.51,-25,2024-01-30,LML,13,25.0,30.0,70.0,910.0,965.0
ADRIA,MAERSKLINE,2024-01-18,09:33:00.000000000,TLLU1200740,Full OSS,MAERSKLINE,Full,25.44,-25,2024-01-30,LML,13,25.0,30.0,70.0,910.0,965.0
FU KUO NO. 8,AQUARIUS,2024-01-18,11:25:00.000000000,CGMU5118447,Stuffing and Plugin,CMA CGM,Full,24.11,-35,2024-01-19,LML,2,25.0,30.0,100.0,200.0,255.0
FU KUO NO. 8,AQUARIUS,2024-01-18,14:18:00.000000000,CGMU5146979,Stuffing and Plugin,CMA CGM,Full,23.984,-35,2024-01-19,LML,2,25.0,30.0,100.0,200.0,255.0
FU KUO NO. 8,AQUARIUS,2024-01-18,16:26:00.000000000,CGMU5576115,Stuffing and Plugin,CMA CGM,Full,23.996,-35,2024-01-19,LML,2,25.0,30.0,100.0,200.0,255.0
TXORI BERRI,MAERSKLINE,2024-01-19,16:53:00.000000000,MNBU0137018,Basic OSS,MAERSKLINE,Full,26.83,-25,2024-01-30,LML,12,25.0,30.0,70.0,840.0,895.0
TXORI BERRI,MAERSKLINE,2024-01-19,11:49:00.000000000,MNBU0424110,Basic OSS,MAERSKLINE,Full,26.91,-25,2024-01-30,LML,12,25.0,30.0,70.0,840.0,895.0
TXORI BERRI,MAERSKLINE,2024-01-19,17:07:00.000000000,MNBU3239461,Basic OSS,MAERSKLINE,Partial,11.5,-25,2024-01-20,For Completion,1,25.0,0.0,70.0,70.0,95.0
TXORI BERRI,MAERSKLINE,2024-01-19,15:25:00.000000000,MNBU3764069,Basic OSS,MAERSKLINE,Full,27.0,-25,2024-01-30,LML,12,25.0,30.0,70.0,840.0,895.0
TXORI BERRI,MAERSKLINE,2024-01-19,17:11:00.000000000,MNBU4224168,Basic OSS,MAERSKLINE,Partial,1.78,-25,2024-01-20,For Completion,1,25.0,0.0,70.0,70.0,95.0
TXORI BERRI,MAERSKLINE,2024-01-19,09:41:00.000000000,MNBU9002266,Basic OSS,MAERSKLINE,Completed,1.24,-25,2024-01-30,LML,12,25.0,30.0,70.0,840.0,895.0
TXORI BERRI,MAERSKLINE,2024-01-19,17:23:00.000000000,MNBU9034181,Basic OSS,MAERSKLINE,Full,26.93,-25,2024-01-30,LML,12,25.0,30.0,70.0,840.0,895.0
TXORI BERRI,MAERSKLINE,2024-01-19,15:47:00.000000000,SUDU6105369,Basic OSS,MAERSKLINE,Full,26.93,-25,2024-01-30,LML,12,25.0,30.0,70.0,840.0,895.0
TXORI BERRI,MAERSKLINE,2024-01-19,12:03:00.000000000,SUDU6175978,Basic OSS,MAERSKLINE,Completed,21.07,-25,2024-01-31,LML,13,25.0,30.0,70.0,910.0,965.0
TXORI BERRI,MAERSKLINE,2024-01-19,12:05:00.000000000,SUDU6272561,Basic OSS,MAERSKLINE,Completed,18.37,-25,2024-01-30,LML,12,25.0,30.0,70.0,840.0,895.0
OCEAN BASKET,MAERSKLINE,2024-01-19,14:49:00.000000000,MNBU3882816,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.315,-25,2024-01-30,LML,12,25.0,30.0,70.0,840.0,895.0
OCEAN BASKET,MAERSKLINE,2024-01-19,10:25:00.000000000,MNBU4127194,CCCS Stuffing - Basic OSS,MAERSKLINE,Completed,4.397,-25,2024-01-30,LML,12,25.0,30.0,70.0,840.0,895.0
SAPMER,MAERSKLINE,2024-01-19,17:03:00.000000000,SUDU5222083,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,25.412,-35,2024-01-30,LML,12,25.0,30.0,100.0,1200.0,1255.0
SAPMER,MAERSKLINE,2024-01-19,13:51:00.000000000,SUDU8164041,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,24.714,-35,2024-01-30,LML,12,25.0,30.0,100.0,1200.0,1255.0
SAPMER,MAERSKLINE,2024-01-19,15:11:00.000000000,SUDU8165310,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,24.715,-35,2024-01-30,LML,12,25.0,30.0,100.0,1200.0,1255.0
OCEAN BASKET,MAERSKLINE,2024-01-19,17:19:00.000000000,TLLU1214908,CCCS Stuffing - Basic OSS,MAERSKLINE,Partial,12.154,-25,2024-01-20,For Completion,1,25.0,0.0,70.0,70.0,95.0
JO WEN,MAHE SHIPPING,2024-01-19,11:51:00.000000000,MSFU8626913,Stuffing and Plugin,MAERSKLINE,Full,24.0,-60,2024-02-05,LML,18,25.0,30.0,110.0,1980.0,2035.0
JO WEN,MAHE SHIPPING,2024-01-19,15:49:00.000000000,MSFU8628080,Stuffing and Plugin,MAERSKLINE,Full,24.0,-60,2024-02-05,LML,18,25.0,30.0,110.0,1980.0,2035.0
TXORI BERRI,MAERSKLINE,2024-01-20,15:13:00.000000000,MMAU1291630,Basic OSS,MAERSKLINE,Full,22.77,-25,2024-01-30,LML,11,25.0,30.0,70.0,770.0,825.0
TXORI BERRI,MAERSKLINE,2024-01-20,15:36:00.000000000,MNBU3239461,Basic OSS,MAERSKLINE,Completed,15.67,-25,2024-01-30,LML,11,25.0,30.0,70.0,770.0,825.0
TXORI BERRI,MAERSKLINE,2024-01-20,15:30:00.000000000,MNBU4224168,Basic OSS,MAERSKLINE,Completed,24.44,-25,2024-01-30,LML,11,25.0,30.0,70.0,770.0,825.0
TXORI BERRI,MAERSKLINE,2024-01-20,14:46:00.000000000,MNBU9008515,Basic OSS,MAERSKLINE,Full,27.0,-25,2024-01-30,LML,11,25.0,30.0,70.0,770.0,825.0
AMIRANTE,MAERSKLINE,2024-01-20,11:11:00.000000000,MNBU3054684,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,29.629,-25,2024-01-23,JHL,4,25.0,30.0,70.0,280.0,335.0
